date	year	month	area	numofsales	dollarVolume	allAveragePrice	allMedianPrice	newListings	SNLRTrend	activeListings	mosInvTrend	avgSPLP	avgLDOM	avgPDOM	detachedNumberofSales	detachedDollarVolume	detachedAveragePrice	detachedMedianPrice	detachedNewListings	detachedActiveListings	detachedAvgSPLP	detachedAvgLDOM	semidetachedNumberofSales	semidetachedDollarVolume	semidetachedAveragePrice	semidetachedMedianPrice	semidetachedNewListings	semidetachedActiveListings	semidetachedAvgSPLP	semidetachedAvgLDOM	attachedNumberofSales	attachedDollarVolume	attachedAveragePrice	attachedMedianPrice	attachedNewListings	attachedActiveListings	attachedAvgSPLP	attachedAvgLDOM	condotownhouseNumberofSales	condotownhouseDollarVolume	condotownhouseAveragePrice	condotownhouseMedianPrice	condotownhouseNewListings	condotownhouseActiveListings	condotownhouseAvgSPLP	condotownhouseAvgLDOM	condoapartmentNumberofSales	condoapartmentDollarVolume	condoapartmentAveragePrice	condoapartmentMedianPrice	condoapartmentNewListings	condoapartmentActiveListings	condoapartmentAvgSPLP	condoapartmentAvgLDOM	allcondoNumberofSales	allcondoDollarVolume	allcondoAveragePrice
05-2017	17	05	Adjala-Tosorontio	25	18212900	728516	685000	44	73	48	1.9	100	14	-	24	17853000	743875	715000	44	48	100	14	1	359900	359900	359900	0	0	100	15	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	-	-	-
05-2017	17	05	Ajax	193	140131000	726067	700000	520	70.9	311	0.7	106	10	-	124	101000600	814521	810000	334	199	106	10	13	8522800	655600	670000	49	29	108	11	6	2893000	482167	499500	27	20	110	12	9	3471900	385767	371000	13	10	102	12	36	21232700	589797	598700	87	48	106	8	45	24704600	548991.111111111
05-2017	17	05	Aurora	118	130511364	1106029	935000	367	61	281	1	102	13	-	72	97970088	1360696	1155000	237	191	102	14	14	11846888	846206	842500	35	22	102	10	10	6574788	657479	582500	31	21	107	5	8	4055000	506875	462000	12	13	102	20	14	10064600	718900	682800	49	31	106	13	22	14119600	641800
05-2017	17	05	Bradford West Gwillimbury	57	50440600	884923	737000	223	64.5	202	1.1	100	13	-	42	41337300	984221	847500	172	162	99	15	2	1374400	687200	687200	15	13	106	7	1	399900	399900	399900	1	3	100	30	1	295000	295000	295000	0	2	102	8	9	5804000	644889	650000	23	11	103	6	10	6099000	609900
05-2017	17	05	Brampton	918	673435655	733590	682250	2592	64.8	1781	0.9	103	11	-	496	432041758	871052	807750	1457	1028	103	12	186	120624200	648517	642550	527	359	104	10	56	27456742	490299	464500	159	110	105	14	71	25504427	359217	365000	101	67	106	11	106	65788528	620646	623000	328	203	105	9	177	91292955	515779.406779661
05-2017	17	05	Brock	24	12543700	522654	462500	51	74.3	62	2	101	19	-	22	11703700	531986	469500	49	61	101	19	1	415000	415000	415000	0	0	97	28	0	-	-	-	1	1	-	-	0	-	-	-	0	0	-	-	1	425000	425000	425000	1	0	115	9	-	-	-
05-2017	17	05	Burlington	291	255681480	878631	780000	574	74.8	407	1	102	13	-	176	190633408	1083144	950000	375	274	101	14	20	13952800	697640	705500	32	20	103	12	38	19989400	526037	500000	73	54	102	12	31	14197272	457977	385000	42	28	106	13	24	15678600	653275	637400	50	30	101	10	55	29875872	543197.672727273
05-2017	17	05	Caledon	119	130537076	1096950	987450	320	62.9	278	1.6	102	13	-	97	115481076	1190527	1067500	241	235	102	13	9	6334500	703833	692000	33	19	100	11	0	-	-	-	1	1	-	-	0	-	-	-	0	0	-	-	12	7951500	662625	667500	43	22	102	10	-	-	-
05-2017	17	05	City of Toronto	3926	3532330617	899728	675000	8451	69.2	5829	1.1	106	11	-	1146	1723433090	1503868	1120000	3123	2242	105	10	348	369686834	1062318	925000	843	515	110	9	248	155398569	626607	589000	514	345	106	13	2038	1151077906	564808	485000	3616	2509	105	12	119	116626032	980051	900000	311	184	107	10	2157	1267703938	587716.243857209
05-2017	17	05	City of Toronto Total	3926	3532330617	899728	675000	8451	69.2	5829	1.1	106	11	-	1146	1723433090	1503868	1120000	3123	2242	105	10	348	369686834	1062318	925000	843	515	110	9	248	155398569	626607	589000	514	345	106	13	2038	1151077906	564808	485000	3616	2509	105	12	119	116626032	980051	900000	311	184	107	10	2157	1267703938	587716.243857209
05-2017	17	05	Clarington	248	150490290	606816	562500	553	73	307	0.7	107	9	-	175	117026590	668723	620000	427	247	105	10	5	2117500	423500	405000	9	7	106	7	4	1745000	436250	457500	8	5	115	7	9	3120000	346667	330000	18	16	105	7	38	17643300	464297	449500	57	20	114	8	47	20763300	441772.340425532
05-2017	17	05	Dufferin County	86	45241139	526060	522500	135	83.9	81	0.6	102	11	-	49	28972662	591279	575000	84	54	101	11	13	5803300	446408	425000	13	8	102	10	2	755000	377500	377500	3	2	117	4	3	809500	269833	312500	7	8	96	8	19	8900677	468457	470000	27	9	104	11	22	9710177	441371.681818182
05-2017	17	05	Durham Region	1309	854728823	652963	615000	3271	71.4	1941	0.7	106	10	-	921	661996789	718780	692000	2460	1512	105	10	81	41147300	507991	465000	197	100	108	9	66	27079900	410302	427500	138	83	110	11	54	21587259	399764	373000	79	54	106	11	152	83806163	551356	544950	326	163	109	8	206	105393422	511618.553398058
05-2017	17	05	East Gwillimbury	41	37884050	924001	900000	188	59	179	1.5	103	12	-	35	34064200	973263	910000	167	162	104	11	0	-	-	-	7	6	-	-	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	6	3819850	636642	627425	14	11	101	20	-	-	-
05-2017	17	05	Essa	43	22287176	518306	476500	92	72.8	91	1.3	99	19	-	28	15324400	547300	519950	72	71	99	19	3	1269888	423296	425000	1	1	100	27	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	4	1648888	412222	392944	12	8	101	11	-	-	-
05-2017	17	05	Georgina	92	68490438	744461	601000	365	62.5	372	1.3	99	17	-	84	64366938	766273	623000	334	344	99	17	2	916000	458000	458000	8	7	99	18	0	-	-	-	1	1	-	-	0	-	-	-	2	2	-	-	6	3207500	534583	527500	20	18	103	7	-	-	-
05-2017	17	05	Halton Hills	136	103556324	761444	702549	199	79.8	124	1	104	12	-	108	89106224	825058	778750	161	104	104	12	5	2854800	570960	584000	12	8	103	10	12	5198300	433192	450000	11	3	111	6	1	421000	421000	421000	0	2	99	34	10	5976000	597600	633750	14	6	104	11	11	6397000	581545.454545455
