date	year	month	area	numofsales	dollarVolume	allAveragePrice	allMedianPrice	newListings	SNLRTrend	activeListings	mosInvTrend	avgSPLP	avgLDOM	avgPDOM	detachedNumberofSales	detachedDollarVolume	detachedAveragePrice	detachedMedianPrice	detachedNewListings	detachedActiveListings	detachedAvgSPLP	detachedAvgLDOM	semidetachedNumberofSales	semidetachedDollarVolume	semidetachedAveragePrice	semidetachedMedianPrice	semidetachedNewListings	semidetachedActiveListings	semidetachedAvgSPLP	semidetachedAvgLDOM	attachedNumberofSales	attachedDollarVolume	attachedAveragePrice	attachedMedianPrice	attachedNewListings	attachedActiveListings	attachedAvgSPLP	attachedAvgLDOM	condotownhouseNumberofSales	condotownhouseDollarVolume	condotownhouseAveragePrice	condotownhouseMedianPrice	condotownhouseNewListings	condotownhouseActiveListings	condotownhouseAvgSPLP	condotownhouseAvgLDOM	condoapartmentNumberofSales	condoapartmentDollarVolume	condoapartmentAveragePrice	condoapartmentMedianPrice	condoapartmentNewListings	condoapartmentActiveListings	condoapartmentAvgSPLP	condoapartmentAvgLDOM	allcondoNumberofSales	allcondoDollarVolume	allcondoAveragePrice
08-2020	20	08	Adjala-Tosorontio	28	24416400	872014	835450	29	67	32	3.1	98	25	28	27	23929400	886274	839900	29	32	98	25	1	487000	487000	487000	0	0	104	8	0	0	0	-	0	0	-	-	0	0	0	-	0	0	-	-	0	0	0	-	0	0	-	-	-	-	-
08-2020	20	08	Ajax	238	183531983	771143	740000	301	72.7	141	1	104	11	13	146	125918326	862454	850000	180	85	103	12	14	9841500	702964	709000	19	8	104	10	42	27864240	663434	656500	57	26	105	9	21	12255217	583582	585000	27	11	105	9	11	4751700	431973	430000	16	10	102	11	32	17006917	531466.15625
08-2020	20	08	Aurora	140	145553292	1039666	940000	252	54.8	262	2.4	100	22	34	79	99494496	1259424	1185000	162	176	99	21	7	5527000	789571	770000	17	10	103	17	27	21582896	799367	780000	27	16	102	13	14	10617500	758393	662500	29	33	98	34	11	6598900	599900	510000	16	27	98	38	25	17216400	688656
08-2020	20	08	Bradford West Gwillimbury	96	78568000	818417	777950	131	65.9	89	1.6	100	17	21	69	60317600	874168	850000	102	78	99	20	13	9002500	692500	690000	13	4	103	6	8	5503000	687875	687500	12	5	101	9	1	490000	490000	490000	1	0	102	8	0	0	0	-	1	1	-	-	-	-	-
08-2020	20	08	Brampton	1195	1019867273	853445	803000	1759	66.2	1088	1.1	101	12	17	642	634963072	989039	943250	1010	609	101	12	228	175280677	768775	775000	300	148	102	10	171	124430398	727663	730000	231	137	101	12	91	52404326	575872	570000	105	72	101	15	51	23701800	464741	455000	99	111	99	24	142	76106126	535958.633802817
08-2020	20	08	Brock	30	19296619	643221	533010	34	67.2	27	2.6	100	22	43	28	18485119	660183	545510	34	26	100	22	0	0	0	-	0	0	-	-	0	0	0	-	0	0	-	-	2	811500	405750	405750	0	1	97	27	0	0	0	-	0	0	-	-	-	-	-
08-2020	20	08	Burlington	302	269631480	892819	813000	404	68.8	365	1.5	100	17	24	145	171817095	1184945	1065000	177	179	99	18	14	10826000	773286	786000	20	11	102	7	22	16397177	745326	732250	30	16	103	10	52	33764938	649326	625000	77	60	101	16	65	33565170	516387	460000	95	94	99	22	117	67330108	575471.008547009
08-2020	20	08	Caledon	156	171698961	1100634	1050000	272	56.7	227	2.4	99	16	23	125	148156350	1185251	1125000	222	194	99	16	5	3812000	762400	752000	10	8	100	12	20	15112111	755606	752500	36	22	101	14	3	1979000	659667	675000	2	2	99	9	0	0	0	-	0	0	-	-	-	-	-
08-2020	20	08	City of Toronto	3365	3407083747	1012506	815000	7391	56.6	7211	1.7	102	16	24	1099	1654104547	1505100	1200000	1862	1675	101	16	337	393018235	1166226	1040000	580	349	108	10	118	129238698	1095243	1027000	251	180	107	11	256	182760347	713908	665500	499	392	102	15	1536	1033995120	673174	600000	4153	4564	100	18	1792	1216755467	678993.006138393
08-2020	20	08	City of Toronto Total	3365	3407083747	1012506	815000	7391	56.6	7211	1.7	102	16	24	1099	1654104547	1505100	1200000	1862	1675	101	16	337	393018235	1166226	1040000	580	349	108	10	118	129238698	1095243	1027000	251	180	107	11	256	182760347	713908	665500	499	392	102	15	1536	1033995120	673174	6e+05	4153	4564	100	18	1792	1216755467	678993.006138393
08-2020	20	08	Clarington	246	164310303	667928	645375	317	68.3	211	1.4	103	11	14	168	123063815	732523	693000	224	154	103	11	3	1467500	489167	525000	5	5	111	7	34	19377488	569926	564950	47	25	105	10	8	4092210	511526	470155	11	6	102	11	16	6298390	393649	395000	11	16	102	23	24	10390600	432941.666666667
08-2020	20	08	Dufferin County	68	44184024	649765	630750	78	81.2	44	1	103	12	14	43	30325925	705254	717000	50	33	102	15	9	4993099	554789	550000	6	0	108	8	13	7570100	582315	600000	15	6	103	8	3	1294900	431633	429900	3	1	100	11	0	0	0	-	4	4	-	-	-	-	-
08-2020	20	08	Durham Region	1515	1112215731	734136	689800	1839	69.2	1105	1.3	103	14	18	1032	839779473	813740	770000	1271	797	102	14	85	50350750	592362	570000	92	40	108	9	176	111041611	630918	635000	214	100	105	10	113	57052527	504890	520000	136	72	104	12	75	32672470	435633	424500	89	86	101	18	188	89724997	477260.622340426
08-2020	20	08	East Gwillimbury	87	84106622	966743	916600	115	56.8	121	2.6	100	22	30	71	72699922	1023943	972000	94	107	100	24	4	3015500	753875	755000	3	1	102	13	12	8391200	699267	715450	18	13	101	14	0	0	0	-	0	0	-	-	0	0	0	-	0	0	-	-	-	-	-
08-2020	20	08	Essa	49	36290800	740629	590000	42	75.9	29	1.9	98	32	33	34	28708300	844362	742500	28	25	97	42	2	1035000	517500	517500	2	0	102	5	9	4298000	477556	500000	9	4	101	10	0	0	0	-	0	0	-	-	0	0	0	-	0	0	-	-	-	-	-
08-2020	20	08	Georgina	119	84543672	710451	640000	160	58.7	147	2.4	98	27	39	105	76774241	731183	665000	142	138	98	29	6	3566890	594482	582950	7	2	100	16	5	2727000	545400	535000	6	5	104	12	2	1085641	542821	542821	3	1	100	12	1	389900	389900	389900	2	1	100	8	3	1475541	491847
08-2020	20	08	Halton Hills	133	126703247	952656	832000	156	72.4	93	1.4	100	12	16	103	107759947	1046213	926000	120	79	99	13	8	5441000	680125	699000	9	2	103	8	14	9801800	700129	712450	19	7	102	7	6	2910500	485083	475000	5	3	100	24	2	790000	395000	395000	3	2	99	10	8	3700500	462562.5
08-2020	20	08	Halton Region	1126	1161717623	1031721	900000	1500	65.8	1306	1.6	100	17	24	628	806133041	1283651	1139000	816	803	99	19	61	48884536	801386	793000	77	36	102	9	192	153635077	800183	758250	244	124	102	11	102	71203338	698072	615000	158	122	101	17	135	75002531	555574	495000	196	213	99	23	237	146205869	616902.400843882
08-2020	20	08	Innisfil	163	119382056	732405	668000	171	59.2	181	3	99	32	41	134	102755756	766834	719200	144	137	99	30	1	658900	658900	658900	2	1	100	17	9	7775500	863944	647500	14	15	97	18	2	1325000	662500	662500	1	0	105	63	17	6866900	403935	365000	10	28	97	55	19	8191900	431152.631578947
08-2020	20	08	King	69	115022800	1666997	1400000	101	42.5	191	5.9	96	42	66	60	106468800	1774480	1525000	96	179	95	44	1	1115000	1115000	1115000	0	0	99	16	4	4195000	1048750	1050000	3	6	99	33	0	0	0	-	0	0	-	-	3	2429000	809667	899000	2	6	99	31	-	-	-
08-2020	20	08	Markham	471	529235160	1123642	1023800	807	57.3	808	1.9	102	18	27	237	347303882	1465417	1350000	425	429	101	16	35	32611580	931759	905000	42	27	103	17	65	60842962	936046	890000	98	76	106	14	36	26331187	731422	731300	57	54	101	22	89	53298449	598859	566500	163	205	100	22	125	79629636	637037.088
08-2020	20	08	Milton	284	245912010	865887	806000	354	72.4	201	1	101	13	16	139	145166060	1044360	1000000	179	117	100	15	23	18188950	790824	785000	29	14	102	10	90	65454100	727268	728550	104	34	102	9	7	4047500	578214	585000	10	9	102	14	24	12297400	512392	513500	31	27	100	22	31	16344900	527254.838709677
08-2020	20	08	Mississauga	950	873330691	919295	820000	1690	61.7	1473	1.5	100	16	23	360	470819627	1307832	1160000	586	555	99	16	159	136112393	856053	825000	213	113	102	13	42	34452350	820294	811500	63	30	101	16	157	105699639	673246	670000	282	187	102	12	230	124401682	540877	515000	543	587	99	19	387	230101321	594577.056847545
08-2020	20	08	New Tecumseth	131	92882049	709023	672000	131	72	114	1.9	99	21	25	92	70728499	768788	727650	96	78	99	18	6	3961900	660317	661500	7	2	101	8	11	6112700	555700	544200	15	8	102	9	1	445000	445000	445000	0	3	100	18	6	2849700	474950	427500	5	8	98	18	7	3294700	470671.428571429
08-2020	20	08	Newmarket	203	189101077	931532	860000	276	63.1	220	1.6	101	16	26	135	141866437	1050862	960000	195	163	100	17	28	19902000	710786	730000	32	17	104	11	23	16272000	707478	710000	28	25	102	15	12	8362390	696866	708000	17	11	100	24	4	1938250	484563	431000	3	4	97	13	16	10300640	643790
08-2020	20	08	Oakville	407	519470886	1276341	1120000	586	58.1	647	2.2	99	22	31	241	381389939	1582531	1340000	340	428	98	25	16	14428586	901787	902250	19	9	101	9	66	61982000	939121	881000	91	67	101	14	37	30480400	823795	635000	66	50	100	18	44	28349961	644317	542500	67	90	98	27	81	58830361	726300.75308642
08-2020	20	08	Orangeville	68	44184024	649765	630750	78	81.2	44	1	103	12	14	43	30325925	705254	717000	50	33	102	15	9	4993099	554789	550000	6	0	108	8	13	7570100	582315	600000	15	6	103	8	3	1294900	431633	429900	3	1	100	11	0	0	0	-	4	4	-	-	-	-	-
08-2020	20	08	Oshawa	420	257389994	612833	601700	478	71.5	235	1.1	105	11	14	284	190996155	672522	657500	327	160	105	11	46	24024250	522266	527500	50	17	111	7	30	17472990	582433	560500	27	7	106	13	39	16840900	431818	425000	45	22	104	11	17	5939699	349394	315000	25	28	99	23	56	22780599	406796.410714286
08-2020	20	08	Peel Region	2301	2064896925	897391	818000	3721	63.5	2788	1.4	100	14	20	1127	1253939049	1112634	1038000	1818	1358	100	14	392	315205070	804095	791203	523	269	102	11	233	173994859	746759	745000	330	189	101	13	251	160082965	637781	628000	389	261	101	13	281	148103482	527059	500000	642	698	99	20	532	308186447	579297.832706767
08-2020	20	08	Pickering	179	150023366	838119	775000	252	65.1	189	1.5	102	16	22	111	108035265	973291	863000	150	115	102	17	7	5408000	772571	770000	9	3	110	8	20	13816100	690805	704500	32	20	102	8	26	14554700	559796	545500	34	25	103	18	14	7534301	538164	518500	25	24	101	19	40	22089001	552225.025
08-2020	20	08	Richmond Hill	305	366496201	1201627	1066000	692	49.3	843	2.8	101	20	32	163	254885978	1563718	1400000	382	533	100	24	18	16159100	897728	870000	32	25	103	14	64	59845356	935084	918500	113	84	104	16	6	4184880	697480	744440	20	21	104	12	51	28236887	553664	530000	140	173	100	17	57	32421767	568802.929824561
08-2020	20	08	Scugog	44	40077300	910848	737500	54	61.4	66	2.9	99	27	37	43	39540300	919542	745000	53	62	99	28	0	0	0	-	0	0	-	-	0	0	0	-	0	4	-	-	0	0	0	-	0	0	-	-	1	537000	537000	537000	1	0	105	6	-	-	-
08-2020	20	08	Simcoe County	467	351539305	752761	721500	504	66	445	2.3	99	25	31	356	286439555	804605	756000	399	350	99	26	23	15145300	658491	668000	24	7	102	7	37	23689200	640249	555000	50	32	100	11	4	2260000	565000	532500	2	3	103	38	23	9716600	422461	400000	16	37	97	46	27	11976600	443577.777777778
08-2020	20	08	Toronto C01	402	350032465	870728	707500	1338	47	1579	2.2	102	18	28	9	21904250	2433806	2100000	20	21	113	12	24	37852070	1577170	1585444	54	43	106	16	10	15756000	1575600	1542500	26	25	112	14	17	14658277	862252	775000	55	47	101	12	342	259861868	759830	681250	1178	1436	100	19	359	274520145	764680.069637883
08-2020	20	08	Toronto C02	75	123787654	1650502	1260000	239	44	298	2.8	100	19	32	12	33238918	2769910	2932509	30	29	99	17	14	29399750	2099982	1670000	38	33	106	14	6	10668000	1778000	1747500	15	12	101	6	3	3770018	1256673	1245000	9	14	95	15	40	46710968	1167774	844000	144	206	98	23	43	50480986	1173976.41860465
08-2020	20	08	Toronto C03	43	67351128	1566305	1230000	98	55.3	108	1.9	101	14	23	28	51405228	1835901	1504500	51	51	102	9	3	4137000	1379000	1406000	12	9	105	5	0	0	0	-	1	2	-	-	0	0	0	-	1	2	-	-	12	11808900	984075	678000	31	42	96	27	12	11808900	984075
08-2020	20	08	Toronto C04	74	151415475	2046155	1842500	151	52	149	2.1	100	15	29	57	131169318	2301216	2070000	110	111	99	18	9	14338139	1593127	1500000	17	8	114	6	0	0	0	-	1	2	-	-	0	0	0	-	1	1	-	-	8	5908018	738502	602500	22	27	105	11	8	5908018	738502.25
08-2020	20	08	Toronto C06	43	50070313	1164426	1038000	89	51	78	2.2	101	20	25	20	35153500	1757675	1592500	37	35	101	18	2	2375000	1187500	1187500	0	1	97	37	0	0	0	-	0	0	-	-	1	740000	740000	740000	2	2	103	6	20	11801813	590091	555000	50	40	101	20	21	12541813	597229.190476191
