date	year	month	area	numofsales	dollarVolume	allAveragePrice	allMedianPrice	newListings	SNLRTrend	activeListings	mosInvTrend	avgSPLP	avgLDOM	avgPDOM	detachedNumberofSales	detachedDollarVolume	detachedAveragePrice	detachedMedianPrice	detachedNewListings	detachedActiveListings	detachedAvgSPLP	detachedAvgLDOM	semidetachedNumberofSales	semidetachedDollarVolume	semidetachedAveragePrice	semidetachedMedianPrice	semidetachedNewListings	semidetachedActiveListings	semidetachedAvgSPLP	semidetachedAvgLDOM	attachedNumberofSales	attachedDollarVolume	attachedAveragePrice	attachedMedianPrice	attachedNewListings	attachedActiveListings	attachedAvgSPLP	attachedAvgLDOM	condotownhouseNumberofSales	condotownhouseDollarVolume	condotownhouseAveragePrice	condotownhouseMedianPrice	condotownhouseNewListings	condotownhouseActiveListings	condotownhouseAvgSPLP	condotownhouseAvgLDOM	condoapartmentNumberofSales	condoapartmentDollarVolume	condoapartmentAveragePrice	condoapartmentMedianPrice	condoapartmentNewListings	condoapartmentActiveListings	condoapartmentAvgSPLP	condoapartmentAvgLDOM	allcondoNumberofSales	allcondoDollarVolume	allcondoAveragePrice
09-2013	13	09	Adjala-Tosorontio	19	9842800	518042	372000	18	52.3	66	5.6	95	86	-	19	9842800	518042	372000	18	66	95	86	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
09-2013	13	09	Ajax	147	55418138	376994	361000	226	65.8	221	1.5	98	20	-	81	35563300	439053	425000	155	159	99	20	14	4805900	343279	351000	18	12	99	18	9	2545300	282811	268500	9	12	98	24	8	1471800	183975	177550	11	14	99	28	25	8076188	323048	320500	25	22	99	18	33	9547988	289332.96969697
09-2013	13	09	Aurora	79	48726388	616790	575000	170	54.9	235	2.9	99	23	-	49	35007688	714443	662000	105	152	99	21	7	2798000	399714	400000	18	11	98	8	5	2651900	530380	575000	15	23	96	27	9	4066800	451867	451000	11	32	100	43	8	3638000	454750	437500	19	16	98	22	17	7704800	453223.529411765
09-2013	13	09	Bradford West Gwillimbury	51	21857600	428580	410000	97	58.9	141	2.8	98	28	-	38	17488500	460224	468250	79	127	98	32	3	1049600	349867	367500	4	2	100	7	1	282000	282000	282000	3	2	98	10	-	-	-	-	1	-	-	-	6	1995000	332500	345000	6	3	98	17	-	-	-
09-2013	13	09	Brampton	665	278376027	418611	400000	1375	49.8	1864	2.7	98	26	-	380	186123520	489799	465000	807	1133	98	26	132	48604500	368216	362500	250	285	98	21	56	14915500	266348	253500	80	111	98	31	37	8052507	217635	220000	88	159	97	44	58	20038900	345498	344750	138	165	98	24	95	28091407	295699.021052632
09-2013	13	09	Brock	23	6807600	295983	250000	28	49.8	107	6.6	94	86	-	22	6667600	303073	250500	26	102	94	86	-	-	-	-	-	-	-	-	1	140000	140000	140000	1	4	97	95	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-
09-2013	13	09	Burlington	95	48169130	507043	475000	188	61	328	2.7	97	34	-	52	33346805	641285	585000	99	186	97	36	5	2253900	450780	479900	9	9	100	18	8	2797500	349688	335750	30	43	98	35	18	4918925	273274	261500	26	64	97	43	12	4852000	404333	4e+05	22	23	99	13	30	9770925	325697.5
09-2013	13	09	Caledon	83	48338825	582395	535000	205	46.7	333	4.3	98	39	-	66	41905325	634929	572500	171	299	98	42	6	2298000	383000	391000	10	9	98	36	2	618000	309000	309000	-	-	97	35	1	470000	470000	470000	2	5	98	2	8	3047500	380938	374750	20	17	99	25	9	3517500	390833.333333333
09-2013	13	09	City of Toronto	2789	1593663756	571410	451510	5994	51.7	7897	2.8	99	27	-	972	832196239	856169	649500	2121	2235	99	22	298	183582643	616049	564000	497	342	103	14	192	73112986	380797	334750	344	431	99	28	1203	436868141	363149	334000	2818	4645	98	36	99	59442747	600432	545000	174	190	100	17	1302	496310888	381191.158218126
09-2013	13	09	City of Toronto Total	2789	1593663756	571410	451510	5994	51.7	7897	2.8	99	27	-	972	832196239	856169	649500	2121	2235	99	22	298	183582643	616049	564000	497	342	103	14	192	73112986	380797	334750	344	431	99	28	1203	436868141	363149	334000	2818	4645	98	36	99	59442747	600432	545000	174	190	100	17	1302	496310888	381191.158218126
