date	year	month	area	numofsales	dollarVolume	allAveragePrice	allMedianPrice	newListings	SNLRTrend	activeListings	mosInvTrend	avgSPLP	avgLDOM	avgPDOM	detachedNumberofSales	detachedDollarVolume	detachedAveragePrice	detachedMedianPrice	detachedNewListings	detachedActiveListings	detachedAvgSPLP	detachedAvgLDOM	semidetachedNumberofSales	semidetachedDollarVolume	semidetachedAveragePrice	semidetachedMedianPrice	semidetachedNewListings	semidetachedActiveListings	semidetachedAvgSPLP	semidetachedAvgLDOM	attachedNumberofSales	attachedDollarVolume	attachedAveragePrice	attachedMedianPrice	attachedNewListings	attachedActiveListings	attachedAvgSPLP	attachedAvgLDOM	condotownhouseNumberofSales	condotownhouseDollarVolume	condotownhouseAveragePrice	condotownhouseMedianPrice	condotownhouseNewListings	condotownhouseActiveListings	condotownhouseAvgSPLP	condotownhouseAvgLDOM	condoapartmentNumberofSales	condoapartmentDollarVolume	condoapartmentAveragePrice	condoapartmentMedianPrice	condoapartmentNewListings	condoapartmentActiveListings	condoapartmentAvgSPLP	condoapartmentAvgLDOM	allcondoNumberofSales	allcondoDollarVolume	allcondoAveragePrice
06-2019	19	06	Adjala-Tosorontio	17	13219750	777632	628000	27	56	53	3.7	98	27	-	17	13219750	777632	628000	27	53	98	27	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	-	-	-
06-2019	19	06	Ajax	181	117731463	650450	625000	321	56.8	300	1.8	99	17	-	117	82760863	707358	692000	223	211	99	17	13	7792800	599446	600000	21	17	99	14	14	6809000	486357	485000	24	17	98	22	6	2586800	431133	403000	4	6	99	28	25	14218000	568720	575000	46	46	100	16	31	16804800	542090.322580645
06-2019	19	06	Aurora	101	92843764	919245	816200	229	39	338	4	97	29	-	65	71187876	1095198	995000	159	245	96	29	3	1980000	660000	630000	9	13	99	19	12	6133300	511108	558400	13	24	98	20	8	3984500	498063	402500	13	22	97	65	12	8768088	730674	720000	32	32	101	19	20	12752588	637629.4
06-2019	19	06	Bradford West Gwillimbury	69	51251500	742775	730500	137	45.7	206	3.5	98	30	-	57	44737000	784860	770000	124	184	98	31	3	1708500	569500	655000	5	10	99	17	1	440000	440000	440000	0	0	96	51	1	380000	380000	380000	0	3	96	38	6	3366000	561000	549500	7	8	98	25	7	3746000	535142.857142857
06-2019	19	06	Brampton	932	693957719	744590	707000	1491	55.2	1386	1.9	99	18	-	518	443583276	856338	812500	862	852	99	19	185	124806286	674629	675000	292	215	100	14	63	31476998	499635	487000	80	75	100	18	48	19844100	413419	414500	73	73	99	21	114	71537059	627518	629050	174	160	99	17	162	91381159	564081.228395062
06-2019	19	06	Brock	22	9255000	420682	407500	47	45.5	106	4.6	96	36	-	21	8990000	428095	410000	45	102	96	36	0	-	-	-	0	0	-	-	1	265000	265000	265000	0	1	98	39	0	-	-	-	0	0	-	-	0	-	-	-	2	3	-	-	-	-	-
06-2019	19	06	Burlington	252	202173242	802275	729000	370	61.1	495	2.3	98	26	-	135	135244812	1001813	880000	238	348	97	27	11	7918900	719900	645000	11	16	99	17	39	22469290	576136	550000	45	42	99	28	42	20530040	488810	401500	36	53	98	31	19	12134300	638647	640000	35	31	100	10	61	32664340	535480.983606557
06-2019	19	06	Caledon	110	102960950	936009	838000	210	46.2	326	3.7	97	24	-	81	83094950	1025864	929000	164	292	97	28	12	8534500	711208	721250	12	10	99	16	0	-	-	-	2	1	-	-	1	672000	672000	672000	2	1	99	15	16	10659500	666219	679500	29	21	99	12	17	11331500	666558.823529412
06-2019	19	06	City of Toronto	3201	2930454957	915481	741000	5401	57.3	5907	2	101	18	-	995	1325976009	1332639	1049000	1957	2454	99	17	333	351455851	1055423	929900	454	320	106	13	236	166269818	704533	641500	381	403	101	19	1497	952999816	636606	569000	2410	2546	100	19	120	122103963	1017533	922500	165	144	103	16	1617	1075103779	664875.559059988
06-2019	19	06	City of Toronto Total	3201	2930454957	915481	741000	5401	57.3	5907	2	101	18	-	995	1325976009	1332639	1049000	1957	2454	99	17	333	351455851	1055423	929900	454	320	106	13	236	166269818	704533	641500	381	403	101	19	1497	952999816	636606	569000	2410	2546	100	19	120	122103963	1017533	922500	165	144	103	16	1617	1075103779	664875.559059988
