date	year	month	area	numofsales	dollarVolume	allAveragePrice	allMedianPrice	newListings	SNLRTrend	activeListings	mosInvTrend	avgSPLP	avgLDOM	avgPDOM	detachedNumberofSales	detachedDollarVolume	detachedAveragePrice	detachedMedianPrice	detachedNewListings	detachedActiveListings	detachedAvgSPLP	detachedAvgLDOM	semidetachedNumberofSales	semidetachedDollarVolume	semidetachedAveragePrice	semidetachedMedianPrice	semidetachedNewListings	semidetachedActiveListings	semidetachedAvgSPLP	semidetachedAvgLDOM	attachedNumberofSales	attachedDollarVolume	attachedAveragePrice	attachedMedianPrice	attachedNewListings	attachedActiveListings	attachedAvgSPLP	attachedAvgLDOM	condotownhouseNumberofSales	condotownhouseDollarVolume	condotownhouseAveragePrice	condotownhouseMedianPrice	condotownhouseNewListings	condotownhouseActiveListings	condotownhouseAvgSPLP	condotownhouseAvgLDOM	condoapartmentNumberofSales	condoapartmentDollarVolume	condoapartmentAveragePrice	condoapartmentMedianPrice	condoapartmentNewListings	condoapartmentActiveListings	condoapartmentAvgSPLP	condoapartmentAvgLDOM	allcondoNumberofSales	allcondoDollarVolume	allcondoAveragePrice
09-2015	15	09	Adjala-Tosorontio	24	14147000	589458	603000	33	65	59	3.9	98	60	-	24	14147000	589458	603000	33	59	98	60	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	-	-	-
09-2015	15	09	Ajax	160	80196171	501226	469400	252	76.3	164	0.8	101	14	-	95	53390238	562003	540000	151	102	101	14	13	5775650	444281	445000	21	12	101	9	7	2258500	322643	339000	19	13	98	21	3	936000	312000	255000	11	15	99	14	37	15555800	420427	419000	41	20	102	15	40	16491800	412295
09-2015	15	09	Aurora	78	61617840	789972	708500	135	72.6	140	1.5	99	23	-	56	50883840	908640	791000	90	92	99	22	7	3758500	536929	547500	14	9	100	11	4	2100000	525000	467500	11	13	97	35	4	1130000	282500	277500	7	14	97	54	7	3745500	535071	550000	13	11	99	10	11	4875500	443227.272727273
09-2015	15	09	Bradford West Gwillimbury	48	25984608	541346	481250	80	73.4	87	1.7	99	22	-	33	19660008	595758	580000	64	78	99	27	5	2220800	444160	450000	3	2	99	9	0	-	-	-	0	0	-	-	0	-	-	-	0	1	-	-	5	2011300	402260	432000	6	4	100	15	-	-	-
09-2015	15	09	Brampton	713	349003041	489485	469900	1361	65.9	1247	1.4	99	19	-	371	216938530	584740	556000	809	791	99	18	136	61485277	452098	450000	243	179	99	17	65	19999000	307677	310000	78	66	100	21	49	11338375	231395	230000	97	105	97	30	85	35738359	420451	420000	120	92	99	15	134	47076734	351318.910447761
09-2015	15	09	Brock	24	8572700	357196	276950	19	60.2	72	4.3	96	47	-	22	8072200	366918	276950	19	68	96	44	0	-	-	-	0	0	-	-	2	500500	250250	250250	0	4	92	81	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	-	-	-
09-2015	15	09	Burlington	168	98765992	587893	527500	273	71.2	340	1.8	98	28	-	90	66553225	739480	680000	171	247	98	29	13	7326500	563577	525000	14	13	98	25	18	7096000	394222	359250	31	29	100	22	26	7853690	302065	288500	37	40	98	40	20	9536577	476829	464750	19	10	98	13	46	17390267	378049.282608696
09-2015	15	09	Caledon	90	68788889	764321	613419	154	59.8	251	2.9	96	27	-	71	59688889	840689	668000	130	235	96	31	5	2470000	494000	504000	5	3	104	9	1	338000	338000	338000	2	3	99	45	0	-	-	-	0	0	-	-	13	6292000	484000	485000	17	10	100	11	-	-	-
09-2015	15	09	City of Toronto	3137	2117230016	674922	530000	6816	57.3	7873	2.2	101	23	-	1051	1107618918	1053871	800000	2232	1905	101	17	318	235438706	740373	699500	633	427	105	13	203	90767441	447130	425000	425	498	100	25	1444	604462605	418603	353000	3256	4818	98	31	97	67409546	694944	626000	204	140	104	14	1541	671872151	435997.502271252
09-2015	15	09	City of Toronto Total	3137	2117230016	674922	530000	6816	57.3	7873	2.2	101	23	-	1051	1107618918	1053871	800000	2232	1905	101	17	318	235438706	740373	699500	633	427	105	13	203	90767441	447130	425000	425	498	100	25	1444	604462605	418603	353000	3256	4818	98	31	97	67409546	694944	626000	204	140	104	14	1541	671872151	435997.502271252
