date	year	month	area	numofsales	dollarVolume	allAveragePrice	allMedianPrice	newListings	SNLRTrend	activeListings	mosInvTrend	avgSPLP	avgLDOM	avgPDOM	detachedNumberofSales	detachedDollarVolume	detachedAveragePrice	detachedMedianPrice	detachedNewListings	detachedActiveListings	detachedAvgSPLP	detachedAvgLDOM	semidetachedNumberofSales	semidetachedDollarVolume	semidetachedAveragePrice	semidetachedMedianPrice	semidetachedNewListings	semidetachedActiveListings	semidetachedAvgSPLP	semidetachedAvgLDOM	attachedNumberofSales	attachedDollarVolume	attachedAveragePrice	attachedMedianPrice	attachedNewListings	attachedActiveListings	attachedAvgSPLP	attachedAvgLDOM	condotownhouseNumberofSales	condotownhouseDollarVolume	condotownhouseAveragePrice	condotownhouseMedianPrice	condotownhouseNewListings	condotownhouseActiveListings	condotownhouseAvgSPLP	condotownhouseAvgLDOM	condoapartmentNumberofSales	condoapartmentDollarVolume	condoapartmentAveragePrice	condoapartmentMedianPrice	condoapartmentNewListings	condoapartmentActiveListings	condoapartmentAvgSPLP	condoapartmentAvgLDOM	allcondoNumberofSales	allcondoDollarVolume	allcondoAveragePrice
10-2014	14	10	Adjala-Tosorontio	14	6418280	458449	434000	26	53.5	80	5.5	97	72	-	14	6418280	458449	434000	26	80	97	72	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10-2014	14	10	Ajax	161	70754427	439468	407500	200	74.9	133	1	100	15	-	101	49039339	485538	470000	140	96	100	14	11	4332000	393818	397000	15	9	100	10	8	2425000	303125	308250	10	8	100	29	6	1991700	331950	246500	4	5	95	32	33	12168888	368754	375000	30	13	100	15	39	14160588	363092
10-2014	14	10	Aurora	89	62753665	705097	580000	108	64.8	172	2.1	98	33	-	50	42954104	859082	705500	68	126	98	30	7	3287111	469587	468000	6	5	98	16	10	6255900	625590	406500	5	12	97	60	7	2875500	410786	360000	13	22	98	62	13	6160050	473850	476000	14	6	99	19	20	9035550	451777.5
10-2014	14	10	Bradford West Gwillimbury	65	28651490	440792	430000	91	57.9	149	2.7	98	29	-	49	23044390	470294	459000	70	130	98	30	3	1166900	388967	384900	7	7	97	11	2	553000	276500	276500	2	1	98	26	2	426000	213000	213000	2	4	98	90	5	2020000	404000	393000	2	2	99	13	7	2446000	349428.571428571
10-2014	14	10	Brampton	699	308253041	440991	415000	1042	59.8	1190	2	98	25	-	372	191130890	513793	490000	596	730	98	26	142	58222751	410019	407500	204	179	98	19	55	16065900	292107	293000	60	76	98	31	41	9123900	222534	210000	67	93	97	37	81	30571100	377421	380000	107	103	98	21	122	39695000	325368.852459016
10-2014	14	10	Brock	17	4212500	247794	220000	29	55.6	95	5.3	96	54	-	17	4212500	247794	220000	29	91	96	54	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10-2014	14	10	Burlington	127	71572273	563561	500000	229	66.9	340	2.3	97	34	-	66	49513873	750210	652000	142	234	97	40	6	2875500	479250	468000	8	6	99	13	19	6365500	335026	337500	28	31	98	27	22	6657600	302618	280000	28	49	99	34	13	5629800	433062	428500	23	20	98	19	35	12287400	351068.571428571
10-2014	14	10	Caledon	75	48759100	650121	585000	119	55.9	272	3.6	96	44	-	61	42871600	702813	629000	100	253	96	51	6	2533000	422167	430500	6	4	99	15	1	365500	365500	365500	1	2	100	19	-	-	-	-	2	4	-	-	7	2989000	427000	420000	10	9	100	13	-	-	-
10-2014	14	10	City of Toronto	3420	2165128162	633078	505000	5699	56	7286	2.4	100	23	-	1199	1141143404	951746	753000	1903	1926	100	17	375	254601507	678937	640000	491	355	103	15	239	101183510	423362	395000	348	438	100	26	1455	568075118	390430	342000	2740	4373	98	30	122	86790843	711400	657250	164	124	101	16	1577	654865961	415260.5967026
10-2014	14	10	City of Toronto Total	3420	2165128162	633078	505000	5699	56	7286	2.4	100	23	-	1199	1141143404	951746	753000	1903	1926	100	17	375	254601507	678937	640000	491	355	103	15	239	101183510	423362	395000	348	438	100	26	1455	568075118	390430	342000	2740	4373	98	30	122	86790843	711400	657250	164	124	101	16	1577	654865961	415260.5967026
10-2014	14	10	Clarington	183	62799874	343169	320000	211	68	222	1.6	99	25	-	119	45621984	383378	372000	132	174	98	29	5	1245800	249160	249900	4	3	100	7	8	2039900	254988	239950	6	10	98	52	12	2330400	194200	195000	10	7	98	25	25	7082200	283288	281000	26	6	100	11	37	9412600	254394.594594595
10-2014	14	10	Dufferin County	58	21346600	368045	345250	88	62.6	179	3	98	50	-	42	16839100	400931	377500	68	150	98	50	5	1373000	274600	278000	7	9	97	35	2	350000	175000	175000	5	6	96	44	1	345000	345000	345000	1	6	93	316	8	2439500	304938	307000	6	6	99	30	9	2784500	309388.888888889
10-2014	14	10	Durham Region	973	382475066	393088	368000	1270	69.7	1312	1.5	99	21	-	673	293279424	435779	412000	911	1053	99	23	68	19738372	290270	260000	81	47	99	14	55	14486542	263392	260000	59	58	99	27	46	11408650	248014	220000	53	64	97	34	96	31868688	331966	333950	111	58	100	13	142	43277338	304769.985915493
10-2014	14	10	East Gwillimbury	37	22022188	595194	525000	44	65	74	2.6	97	29	-	31	19817388	639271	575000	42	74	97	30	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	2204800	367467	361900	2	-	98	22	-	-	-
10-2014	14	10	Essa	18	7313700	406317	325000	29	65.9	60	3.1	98	51	-	13	6008800	462215	425000	24	59	98	65	1	285000	285000	285000	-	-	98	13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	764900	254967	258000	3	-	98	16	-	-	-
10-2014	14	10	Georgina	81	29886992	368975	362000	118	65.7	174	2.4	98	30	-	69	26129492	378688	371000	107	159	98	31	4	1293500	323375	360500	4	3	100	28	-	-	-	-	-	-	-	-	1	235000	235000	235000	-	-	98	16	6	1866100	311017	315000	5	10	98	18	7	2101100	300157.142857143
10-2014	14	10	Halton Hills	97	47690850	491658	439000	150	65.1	199	2.2	98	23	-	76	39772650	523324	515000	118	173	98	25	7	2776400	396629	402000	9	4	99	15	5	1580900	316180	297000	6	7	98	23	1	310000	310000	310000	4	5	98	15	8	3250900	406363	408250	13	10	100	12	9	3560900	395655.555555556
10-2014	14	10	Halton Region	658	421371254	640382	534250	1026	64.1	1466	2.1	97	27	-	392	308604568	787257	649650	645	997	97	30	44	20561800	467314	450750	59	54	98	15	49	17712500	361480	337500	67	84	99	28	57	22510990	394930	310000	97	171	96	35	108	48166596	445987	431150	154	153	99	18	165	70677586	428349.006060606
10-2014	14	10	Innisfil	55	21556224	391931	332000	81	53.6	198	3.9	96	45	-	50	20224224	404484	342500	75	191	96	46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	1047000	261750	265000	3	4	98	32	-	-	-
10-2014	14	10	King	41	42000021	1024391	800000	82	40.6	194	6.2	96	55	-	35	38588021	1102515	869000	67	163	95	54	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	1099000	366333	370000	9	25	96	76	3	2313000	771000	783000	5	4	100	43	6	3412000	568666.666666667
10-2014	14	10	Markham	421	314281993	746513	680000	654	61.8	726	1.8	99	22	-	207	204523017	988034	902000	295	292	99	21	34	21072456	619778	609750	36	21	102	9	31	13990400	451303	438800	41	52	98	27	67	23800706	355234	337000	161	279	98	40	48	29169714	607702	549995	70	48	100	17	115	52970420	460612.347826087
10-2014	14	10	Milton	179	92542390	516997	459000	239	66.8	280	1.6	98	21	-	83	53709506	647102	580000	116	164	97	25	18	8229100	457172	452750	28	29	98	14	7	2087900	298271	285000	8	10	98	30	13	4172890	320992	310000	13	17	98	24	54	22542994	417463	418450	74	59	99	17	67	26715884	398744.537313433
10-2014	14	10	Mississauga	916	494290945	539619	483000	1509	57	1943	2.3	98	27	-	350	279514189	798612	683000	561	714	97	24	136	66691028	490375	486500	195	148	99	18	164	64407838	392731	381000	236	259	98	27	224	62915490	280873	258250	448	768	97	38	36	17509900	486386	486500	51	39	99	17	260	80425390	309328.423076923
10-2014	14	10	New Tecumseth	49	17369979	354489	340000	73	66.8	145	3.2	97	49	-	35	13003179	371519	355000	51	114	97	47	2	480000	240000	240000	1	1	96	5	-	-	-	-	3	4	-	-	2	410900	205450	205450	2	4	96	116	5	1394900	278980	280000	7	4	99	25	7	1805800	257971.428571429
10-2014	14	10	Newmarket	137	73774924	538503	502000	172	71.9	165	1.4	98	21	-	88	53399437	606812	573450	122	123	98	23	12	5492587	457716	475100	9	11	99	14	11	4567700	415245	375000	5	5	98	24	6	1717500	286250	297000	10	13	98	34	19	8127700	427774	432000	25	13	99	11	25	9845200	393808
10-2014	14	10	Oakville	255	209565741	821826	690500	408	60.6	647	2.4	97	29	-	167	165608539	991668	810000	269	426	96	30	13	6680800	513908	530000	14	15	98	19	18	7678200	426567	398750	25	36	99	30	21	11370500	541452	380000	52	100	94	44	33	16742902	507361	495000	44	64	99	19	54	28113402	520618.555555556
10-2014	14	10	Orangeville	58	21346600	368045	345250	88	62.6	179	3	98	50	-	42	16839100	400931	377500	68	150	98	50	5	1373000	274600	278000	7	9	97	35	2	350000	175000	175000	5	6	96	44	1	345000	345000	345000	1	6	93	316	8	2439500	304938	307000	6	6	99	30	9	2784500	309388.888888889
10-2014	14	10	Oshawa	260	81149931	312115	298750	337	70.5	282	1.3	99	18	-	190	64395359	338923	325000	255	206	99	17	40	9694472	242362	244000	41	23	99	16	9	1655900	183989	190000	13	13	98	18	7	1562900	223271	199000	10	23	96	53	9	2508900	278767	293000	12	15	100	22	16	4071800	254487.5
10-2014	14	10	Peel Region	1690	851303086	503730	450000	2670	58.1	3405	2.2	98	27	-	783	513516679	655832	599900	1257	1697	97	27	284	127446779	448756	442000	405	331	99	18	220	80839238	367451	355000	297	337	98	28	265	72039390	271847	251500	517	865	97	38	124	51070000	411855	403000	168	151	99	20	389	123109390	316476.580976864
10-2014	14	10	Pickering	116	54732719	471834	445750	165	69.7	161	1.4	99	20	-	67	39897227	595481	586500	101	115	99	17	7	2874500	410643	425000	13	6	100	15	21	5676942	270331	260000	18	14	100	21	15	4040150	269343	245000	19	15	98	36	5	1881900	376380	399000	13	10	100	11	20	5922050	296102.5
10-2014	14	10	Richmond Hill	318	246417234	774897	712900	529	55.4	691	2.3	98	27	-	179	181834026	1015833	896000	304	382	98	25	15	8728050	581870	564000	18	16	100	24	15	6813400	454227	430000	22	21	98	20	58	19349890	333619	321000	125	215	97	39	47	27071368	575987	568000	52	50	100	24	105	46421258	442107.219047619
10-2014	14	10	Scugog	42	20274000	482714	434000	44	57.8	104	3.6	97	47	-	41	19994500	487671	439000	41	102	97	48	1	279500	279500	279500	2	1	99	15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10-2014	14	10	Simcoe County	201	81309673	404526	385000	300	59.5	632	3.4	97	43	-	161	68698873	426701	400000	246	574	97	45	6	1931900	321983	327500	8	8	97	10	2	553000	276500	276500	5	5	98	26	4	836900	209225	208000	4	8	97	103	17	5226800	307459	285000	15	10	98	22	21	6063700	288747.619047619
10-2014	14	10	Toronto C01	411	212268356	516468	419000	860	44	1329	3.7	99	28	-	13	16282906	1252531	985000	18	14	107	12	24	22383938	932664	840000	39	22	104	11	27	14219607	526652	504500	35	36	100	22	334	148384905	444266	386400	750	1243	98	31	12	10707000	892250	837000	18	13	102	16	346	159091905	459803.193641618
10-2014	14	10	Toronto C02	82	97890100	1193782	819500	157	48.3	248	3.7	97	27	-	14	27571500	1969393	1703500	21	38	94	29	22	23908000	1086727	802500	25	19	100	16	-	-	-	-	5	9	-	-	35	33742700	964077	620000	96	169	98	36	9	11972900	1330322	1245000	8	8	97	15	44	45715600	1038990.90909091
10-2014	14	10	Toronto C03	59	73346851	1243167	1050000	95	58	118	2.3	100	18	-	37	59656833	1612347	1380000	58	61	100	17	9	5925118	658346	640118	9	5	103	12	-	-	-	-	2	3	-	-	12	7369000	614083	493500	23	43	103	18	-	-	-	-	1	3	-	-	-	-	-
10-2014	14	10	Toronto C04	101	129531412	1282489	1178000	189	56	216	2.3	101	19	-	83	118642794	1429431	1320000	152	170	101	17	5	4677318	935464	951818	7	2	114	9	-	-	-	-	-	2	-	-	10	5422800	542280	563500	26	32	99	43	-	-	-	-	-	4	-	-	-	-	-
10-2014	14	10	Toronto C06	34	19680918	578851	401750	67	49.4	114	3.2	98	26	-	15	13361518	890768	763000	32	43	98	22	-	-	-	-	2	3	-	-	1	482500	482500	482500	1	5	97	34	18	5836900	324272	336950	32	63	99	30	-	-	-	-	-	-	-	-	-	-	-
10-2014	14	10	Toronto C07	128	86833708	678388	485000	208	52.2	294	2.9	99	28	-	46	51832508	1126794	984000	81	113	100	20	4	2451000	612750	618000	2	4	98	31	8	3245500	405688	412500	16	17	101	19	62	22980700	370656	358000	105	156	98	36	7	5754000	822000	770000	2	1	98	16	69	28734700	416444.927536232
10-2014	14	10	Toronto C08	154	72164641	468602	443000	274	53.5	368	2.6	99	23	-	2	1748888	874444	874444	10	8	103	5	3	2511924	837308	901924	2	6	105	38	4	1962200	490550	426600	11	15	99	27	140	62994600	449961	436500	242	329	98	23	4	2662029	665507	630000	9	6	105	8	144	65656629	455948.8125
10-2014	14	10	Toronto C09	29	45995900	1586066	1389000	56	55	95	2.8	98	16	-	17	36933000	2172529	1975000	27	52	98	16	-	-	-	-	3	5	-	-	1	1380000	1380000	1380000	1	1	97	21	9	5812900	645878	554000	19	27	99	16	1	1295000	1295000	1295000	-	1	100	7	10	7107900	710790
10-2014	14	10	Toronto C10	75	57842512	771233	740000	108	60.6	117	1.9	102	16	-	18	22654862	1258603	1192500	23	19	102	15	16	14358088	897381	903550	17	5	107	6	3	2074174	691391	490112	5	7	100	6	36	17229388	478594	447500	61	83	99	22	2	1526000	763000	763000	1	1	105	9	38	18755388	493562.842105263
10-2014	14	10	Toronto C11	57	46641055	818264	630000	55	71.9	53	1.3	101	17	-	25	34294069	1371763	1330000	18	13	101	12	3	2111000	703667	731000	2	-	105	13	3	1337286	445762	416500	1	2	108	14	25	7673700	306948	250000	33	36	99	21	1	1225000	1225000	1225000	1	2	96	75	26	8898700	342257.692307692
