date	year	month	area	numofsales	dollarVolume	allAveragePrice	allMedianPrice	newListings	SNLRTrend	activeListings	mosInvTrend	avgSPLP	avgLDOM	avgPDOM	detachedNumberofSales	detachedDollarVolume	detachedAveragePrice	detachedMedianPrice	detachedNewListings	detachedActiveListings	detachedAvgSPLP	detachedAvgLDOM	semidetachedNumberofSales	semidetachedDollarVolume	semidetachedAveragePrice	semidetachedMedianPrice	semidetachedNewListings	semidetachedActiveListings	semidetachedAvgSPLP	semidetachedAvgLDOM	attachedNumberofSales	attachedDollarVolume	attachedAveragePrice	attachedMedianPrice	attachedNewListings	attachedActiveListings	attachedAvgSPLP	attachedAvgLDOM	condotownhouseNumberofSales	condotownhouseDollarVolume	condotownhouseAveragePrice	condotownhouseMedianPrice	condotownhouseNewListings	condotownhouseActiveListings	condotownhouseAvgSPLP	condotownhouseAvgLDOM	condoapartmentNumberofSales	condoapartmentDollarVolume	condoapartmentAveragePrice	condoapartmentMedianPrice	condoapartmentNewListings	condoapartmentActiveListings	condoapartmentAvgSPLP	condoapartmentAvgLDOM	allcondoNumberofSales	allcondoDollarVolume	allcondoAveragePrice
12-2017	17	12	Adjala-Tosorontio	11	10038400	912582	760000	6	57.4	27	3.3	95	60	-	11	10038400	912582	760000	6	27	95	60	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	-	-	-
12-2017	17	12	Ajax	100	64772200	647722	617500	130	51.8	196	1.5	99	25	-	73	50394300	690333	650000	88	129	99	26	9	5400000	600000	590000	14	22	99	16	6	2651900	441983	452000	9	12	100	18	2	671500	335750	335750	1	5	94	48	9	5122500	569167	551000	15	27	100	20	11	5794000	526727.272727273
12-2017	17	12	Aurora	46	40374076	877697	822000	100	37.5	246	2.9	97	29	-	28	28933888	1033353	1017500	63	154	97	28	4	2525800	631450	600400	9	19	96	37	3	1365000	455000	385000	7	19	105	31	0	-	-	-	3	13	-	-	11	7549388	686308	687000	17	39	96	29	-	-	-
12-2017	17	12	Bradford West Gwillimbury	24	16770000	698750	667500	66	39.5	185	3	97	43	-	17	12930000	760588	751000	50	151	96	48	3	1939000	646333	642000	6	14	98	28	1	415000	415000	415000	0	2	99	38	0	-	-	-	0	3	-	-	0	-	-	-	5	8	-	-	-	-	-
12-2017	17	12	Brampton	537	348490106	648957	630500	826	48	1293	1.8	98	25	-	255	194772531	763814	732000	474	812	98	26	111	69592000	626955	625000	152	190	99	23	58	26609600	458786	450500	49	62	99	27	38	13271775	349257	341000	32	59	98	29	72	42327200	587878	595000	115	162	99	21	110	55598975	505445.227272727
12-2017	17	12	Brock	7	2861300	408757	385000	17	52.2	41	3.1	93	72	-	7	2861300	408757	385000	17	41	93	72	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	-	-	-
12-2017	17	12	Burlington	126	91184348	723685	630750	116	60.9	308	1.8	97	31	-	62	59462398	959071	837500	60	201	96	35	7	4155750	593679	592000	8	19	97	24	21	10412900	495852	489000	19	28	99	21	20	7819800	390990	372450	21	38	98	27	16	9333500	583344	575000	6	19	98	38	36	17153300	476480.555555556
12-2017	17	12	Caledon	49	49887179	1018106	810000	68	46	193	2.9	93	28	-	34	40296179	1185182	895000	52	167	92	30	5	3457000	691400	703000	6	9	98	24	0	-	-	-	0	0	-	-	0	-	-	-	1	1	-	-	10	6134000	613400	616500	9	14	98	23	-	-	-
12-2017	17	12	City of Toronto	1970	1461117062	741684	590000	2139	59.1	3736	1.5	98	24	-	454	567606643	1250235	935000	670	1467	97	26	172	155429204	903658	796000	161	230	101	22	143	82527429	577115	520000	146	226	99	26	1125	599287727	532700	472500	1085	1673	99	23	56	46682036	833608	736500	65	108	99	31	1181	645969763	546968.469940728
12-2017	17	12	City of Toronto Total	1970	1461117062	741684	590000	2139	59.1	3736	1.5	98	24	-	454	567606643	1250235	935000	670	1467	97	26	172	155429204	903658	796000	161	230	101	22	143	82527429	577115	520000	146	226	99	26	1125	599287727	532700	472500	1085	1673	99	23	56	46682036	833608	736500	65	108	99	31	1181	645969763	546968.469940728
12-2017	17	12	Clarington	82	43511824	530632	476500	96	55.6	188	1.5	99	22	-	52	31201624	600031	562000	63	157	99	24	3	1235000	411667	420000	3	5	98	46	2	805000	402500	402500	3	2	98	12	6	1963300	327217	322500	7	11	98	22	15	6424900	428327	423000	15	6	100	15	21	8388200	399438.095238095
12-2017	17	12	Dufferin County	36	17629950	489721	511500	29	69.2	60	1.3	98	24	-	20	11240400	562020	553000	18	45	97	19	7	2811800	401686	429000	4	3	98	16	3	1010000	336667	335000	1	0	97	41	1	150000	150000	150000	2	6	95	107	5	2417750	483550	506000	4	6	98	32	6	2567750	427958.333333333
12-2017	17	12	Durham Region	545	313409617	575064	535000	711	52.6	1308	1.6	98	26	-	358	228672999	638751	610000	497	1006	98	28	36	16916500	469903	420000	55	69	98	22	41	16728518	408013	410000	35	53	99	26	28	10640100	380004	345000	25	63	98	27	67	32820800	489863	505000	78	98	99	22	95	43460900	457483.157894737
