date	year	month	area	numofsales	dollarVolume	allAveragePrice	allMedianPrice	newListings	SNLRTrend	activeListings	mosInvTrend	avgSPLP	avgLDOM	avgPDOM	detachedNumberofSales	detachedDollarVolume	detachedAveragePrice	detachedMedianPrice	detachedNewListings	detachedActiveListings	detachedAvgSPLP	detachedAvgLDOM	semidetachedNumberofSales	semidetachedDollarVolume	semidetachedAveragePrice	semidetachedMedianPrice	semidetachedNewListings	semidetachedActiveListings	semidetachedAvgSPLP	semidetachedAvgLDOM	attachedNumberofSales	attachedDollarVolume	attachedAveragePrice	attachedMedianPrice	attachedNewListings	attachedActiveListings	attachedAvgSPLP	attachedAvgLDOM	condotownhouseNumberofSales	condotownhouseDollarVolume	condotownhouseAveragePrice	condotownhouseMedianPrice	condotownhouseNewListings	condotownhouseActiveListings	condotownhouseAvgSPLP	condotownhouseAvgLDOM	condoapartmentNumberofSales	condoapartmentDollarVolume	condoapartmentAveragePrice	condoapartmentMedianPrice	condoapartmentNewListings	condoapartmentActiveListings	condoapartmentAvgSPLP	condoapartmentAvgLDOM	allcondoNumberofSales	allcondoDollarVolume	allcondoAveragePrice
01-2021	21	01	Adjala-Tosorontio	10	10160102	1016010	850051	9	75.4	10	2.1	97	72	72	10	10160102	1016010	850051	9	10	97	72	0	0	0	-	0	0	-	-	0	0	0	-	0	0	-	-	0	0	0	-	0	0	-	-	0	0	0	-	0	0	-	-	-	-	-
01-2021	21	01	Ajax	95	92628621	975038	900000	133	79.7	48	0.6	113	6	11	57	62976004	1104842	1050000	78	27	111	7	12	10239329	853277	848500	15	3	114	4	17	13532388	796023	800000	28	11	118	3	3	2007000	669000	660000	6	5	112	9	3	1315900	438633	450000	2	1	109	10	6	3322900	553816.666666667
01-2021	21	01	Aurora	80	101688226	1271103	1094500	100	61.5	83	1.8	102	29	38	45	77343510	1718745	1425000	69	61	102	32	2	1940000	970000	970000	4	2	123	3	4	3748000	937000	925000	8	5	108	22	15	10472716	698181	675000	9	6	102	24	14	8184000	584571	567500	10	9	98	30	29	18656716	643335.034482759
01-2021	21	01	Bradford West Gwillimbury	38	37679225	991559	959500	62	72.7	37	1.1	105	9	10	33	33588725	1017840	1025000	50	30	105	10	4	3340500	835125	871500	9	3	114	2	1	750000	750000	750000	3	4	110	1	0	0	0	-	0	0	-	-	0	0	0	-	0	0	-	-	-	-	-
01-2021	21	01	Brampton	749	727625020	971462	905000	961	69.1	373	0.9	105	10	12	398	464891232	1168068	1100000	528	192	104	8	119	104897599	881492	876000	163	52	107	5	106	86738489	818288	824000	152	62	107	6	73	44739200	612866	601000	67	23	104	16	50	23938500	478770	470000	47	43	100	40	123	68677700	558355.284552846
01-2021	21	01	Brock	18	12985888	721438	697000	17	77.9	9	1.5	100	35	52	18	12985888	721438	697000	17	9	100	35	0	0	0	-	0	0	-	-	0	0	0	-	0	0	-	-	0	0	0	-	0	0	-	-	0	0	0	-	0	0	-	-	-	-	-
01-2021	21	01	Burlington	183	178204030	973793	875000	241	74.5	167	1.2	105	18	21	81	111719031	1379247	1288000	111	77	104	17	8	6882600	860325	861550	10	3	113	5	6	5366077	894346	898000	14	9	115	6	38	26585375	699615	693050	46	17	106	13	46	24074614	523361	482500	59	60	100	30	84	50659989	603095.107142857
01-2021	21	01	Caledon	69	90734065	1314986	1274000	97	66.8	63	1.7	101	16	23	53	77307400	1458630	1370900	72	54	100	17	6	5439265	906544	888500	6	0	103	16	9	7400000	822222	820000	13	3	107	4	0	0	0	-	0	0	-	-	1	587400	587400	587400	5	5	101	72	-	-	-
01-2021	21	01	City of Toronto	2665	2308771604	866331	672000	3547	53.1	3529	2	101	31	44	522	825490838	1581400	1347550	823	758	102	24	162	195186896	1204857	1120500	221	135	109	18	65	71302124	1096956	977500	93	70	105	20	194	139626525	719724	684500	225	169	103	25	1703	1064180221	624886	580000	2158	2360	99	35	1897	1203806746	634584.47337902
01-2021	21	01	City of Toronto Total	2665	2308771604	866331	672000	3547	53.1	3529	2	101	31	44	522	825490838	1581400	1347550	823	758	102	24	162	195186896	1204857	1120500	221	135	109	18	65	71302124	1096956	977500	93	70	105	20	194	139626525	719724	684500	225	169	103	25	1703	1064180221	624886	580000	2158	2360	99	35	1897	1203806746	634584.47337902
01-2021	21	01	Clarington	112	96494238	861556	815000	170	77	88	1	108	15	21	79	74108768	938086	889990	117	65	106	18	3	2045000	681667	640000	6	1	133	4	16	11458970	716186	695500	29	16	117	8	3	2390000	796667	600000	3	0	104	4	7	3671000	524429	437000	10	5	105	25	10	6061000	606100
01-2021	21	01	Dufferin County	33	24792600	751291	752000	41	85.6	17	0.8	107	19	22	24	19312100	804671	800000	29	12	107	18	2	1231000	615500	615500	5	3	111	4	4	2683500	670875	691250	5	1	110	3	1	499000	499000	499000	0	0	100	48	2	1067000	533500	533500	2	1	102	62	3	1566000	522000
01-2021	21	01	Durham Region	651	570362739	876133	825000	945	76.9	451	0.9	110	12	16	422	417093179	988372	934000	612	301	109	14	42	31238909	743784	725000	59	19	118	6	84	63691468	758232	765000	138	53	113	7	50	30850783	617016	612500	75	33	110	12	43	19752900	459370	450000	48	42	103	21	93	50603683	544125.623655914
01-2021	21	01	East Gwillimbury	48	53346288	1111381	1087000	59	64.7	41	1.8	106	20	21	35	41912788	1197508	1170000	44	37	104	25	2	1970000	985000	985000	2	0	105	1	10	8767600	876760	895300	13	3	113	3	1	695900	695900	695900	0	1	100	35	0	0	0	-	0	0	-	-	-	-	-
01-2021	21	01	Essa	32	25907329	809604	731350	45	83	23	1.2	104	23	23	26	21897329	842205	772500	36	20	103	27	2	1295000	647500	647500	2	0	111	6	3	1950000	650000	660000	6	3	104	3	0	0	0	-	0	0	-	-	0	0	0	-	0	0	-	-	-	-	-
01-2021	21	01	Georgina	64	50931901	795811	733000	104	68.9	72	1.5	104	16	20	57	46333601	812870	770000	91	63	104	17	2	1419300	709650	709650	3	0	116	7	5	3179000	635800	630000	5	0	108	3	0	0	0	-	1	2	-	-	0	0	0	-	4	7	-	-	-	-	-
01-2021	21	01	Halton Hills	50	52568229	1051365	958525	62	79.9	33	1	102	18	30	38	43814329	1153009	1004800	50	29	100	19	3	2315000	771667	750000	3	1	111	13	6	4898900	816483	775950	5	0	112	8	2	1070000	535000	535000	2	1	110	10	1	470000	470000	470000	2	2	102	46	3	1540000	513333.333333333
01-2021	21	01	Halton Region	637	738957317	1160059	1005000	855	71.6	542	1.3	103	19	26	331	509660433	1539760	1303000	447	291	102	18	28	26269900	938211	957500	39	14	114	8	89	83546465	938724	935000	149	68	108	11	77	54867230	712561	686000	88	40	105	18	106	58746956	554217	523500	128	126	100	30	183	113614186	620842.546448087
01-2021	21	01	Innisfil	78	64084606	821598	790000	101	70.6	66	1.9	102	26	30	60	51426687	857111	826250	75	49	102	24	0	0	0	-	0	0	-	-	8	7046000	880750	738500	10	5	105	37	0	0	0	-	0	0	-	-	10	5611919	561192	519500	16	11	98	29	-	-	-
01-2021	21	01	King	36	74433888	2067608	1637500	67	56.2	100	3.8	95	64	81	31	71020888	2290996	1801000	64	97	95	65	0	0	0	-	0	0	-	-	1	1250000	1250000	1250000	1	1	93	92	0	0	0	-	0	0	-	-	4	2163000	540750	520000	2	2	98	52	-	-	-
01-2021	21	01	Markham	303	327188826	1079831	1035000	435	59.4	354	1.7	105	26	36	128	198730665	1552583	1430000	207	184	104	28	10	10499800	1049980	1031900	20	14	114	8	29	29773366	1026668	990000	56	35	113	6	25	18340388	733616	710000	27	9	107	19	103	60754207	589847	565000	113	108	99	33	128	79094595	617926.5234375
01-2021	21	01	Milton	142	142049904	1000351	950750	202	76.4	93	0.8	106	13	13	71	87450112	1231692	1180000	90	48	104	15	13	12333500	948731	975000	18	6	110	11	29	24727800	852683	852000	59	26	110	3	9	6104500	678278	675500	13	5	105	12	19	10438992	549421	540000	21	8	102	21	28	16543492	590839
01-2021	21	01	Mississauga	635	565162588	890020	741000	859	61.5	655	1.5	102	24	35	179	265812628	1484987	1315000	286	219	102	20	66	62214394	942642	928000	97	42	107	10	20	19049400	952470	963000	30	15	111	11	110	78861620	716924	720000	149	84	103	17	257	136120746	529653	506000	292	293	98	35	367	214982366	585783.013623978
01-2021	21	01	New Tecumseth	43	36082233	839122	780000	56	80.8	37	1.3	104	18	28	34	30587833	899642	854250	40	22	104	17	1	525000	525000	525000	1	0	117	5	2	1417500	708750	708750	4	2	108	4	0	0	0	-	1	1	-	-	1	324900	324900	324900	5	8	100	47	-	-	-
01-2021	21	01	Newmarket	92	93099283	1011949	960000	115	69.6	56	1.1	106	11	14	59	67480605	1143739	1099000	75	44	106	13	14	10595800	756843	727500	16	3	105	5	13	11501878	884760	868000	17	5	108	5	3	2021000	673667	684000	5	3	115	6	3	1500000	500000	455000	2	1	100	25	6	3521000	586833.333333333
01-2021	21	01	Oakville	262	366135154	1397462	1205000	350	64.4	249	1.7	101	22	34	141	266676961	1891326	1560000	196	137	101	21	4	4738800	1184700	1186500	8	4	125	3	48	48553688	1011535	993500	71	33	105	17	28	21107355	753834	692500	27	17	103	27	40	23763350	594084	532500	46	56	98	34	68	44870705	659863.308823529
01-2021	21	01	Orangeville	33	24792600	751291	752000	41	85.6	17	0.8	107	19	22	24	19312100	804671	800000	29	12	107	18	2	1231000	615500	615500	5	3	111	4	4	2683500	670875	691250	5	1	110	3	1	499000	499000	499000	0	0	100	48	2	1067000	533500	533500	2	1	102	62	3	1566000	522000
01-2021	21	01	Oshawa	202	147839812	731880	717500	282	78.9	114	0.7	113	9	10	128	106523824	832217	800500	190	69	113	8	18	11555888	641994	660000	22	6	124	6	18	12105500	672528	645000	26	7	110	11	21	11028500	525167	530000	28	8	114	10	16	5976100	373506	365000	15	24	102	22	37	17004600	459583.783783784
01-2021	21	01	Peel Region	1453	1383521673	952183	875000	1917	65.4	1091	1.2	104	16	22	630	808011260	1282558	1200000	886	465	103	12	191	172551258	903410	890000	266	94	107	7	135	113187889	838429	830500	195	80	108	7	183	123600820	675414	665000	216	107	104	17	308	160646646	521580	500000	344	341	99	36	491	284247466	578915.409368635
01-2021	21	01	Pickering	89	88983451	999814	900000	157	70.1	87	1.1	105	14	17	50	61996968	1239939	1137500	84	44	105	15	5	4075500	815100	820000	10	5	112	3	7	6198900	885557	900000	18	10	105	4	18	11939283	663294	650843	30	16	106	17	9	4772800	530311	526000	14	11	98	21	27	16712083	618966.037037037
01-2021	21	01	Richmond Hill	270	332931394	1233079	1130000	363	54	326	2.3	100	31	40	130	225983377	1738334	1590000	184	184	99	32	14	15283800	1091700	1053500	16	9	105	28	34	36182599	1064194	1032500	53	36	106	19	8	6709568	838696	850590	19	18	101	35	79	43205950	546911	525000	86	79	99	34	87	49915518	573741.586206897
01-2021	21	01	Scugog	12	10734900	894575	839450	22	71.6	22	1.9	102	32	36	12	10734900	894575	839450	20	22	102	32	0	0	0	-	0	0	-	-	0	0	0	-	2	0	-	-	0	0	0	-	0	0	-	-	0	0	0	-	0	0	-	-	-	-	-
01-2021	21	01	Simcoe County	201	173913495	865241	815000	273	75.3	173	1.5	103	23	27	163	147660676	905894	850000	210	131	103	23	7	5160500	737214	675000	12	3	113	4	14	11163500	797393	704500	23	14	106	23	0	0	0	-	1	1	-	-	11	5936819	539711	489000	21	19	98	31	-	-	-
01-2021	21	01	Toronto C01	501	360818169	720196	640000	696	40.5	784	3	100	33	51	7	12548000	1792571	1850000	6	5	107	34	6	10009555	1668259	1586556	18	13	112	6	6	8476888	1412815	1425000	13	10	107	25	13	10738000	826000	805000	21	23	100	29	468	318740726	681070	630000	638	732	99	34	481	329478726	684986.956340956
01-2021	21	01	Toronto C02	58	61064686	1052839	788000	101	41	147	3.3	99	43	58	6	12387220	2064537	1831560	8	11	103	47	9	16896066	1877341	2100000	11	10	99	51	0	0	0	-	0	3	-	-	2	1635000	817500	817500	3	5	94	13	37	27973900	756051	680000	77	116	97	42	39	29608900	759202.564102564
01-2021	21	01	Toronto C03	26	35207518	1354135	1204500	49	55.3	54	2	103	25	43	9	15937518	1770835	1835000	29	27	108	4	4	6161000	1540250	1478000	6	3	101	10	3	6180000	2060000	2295000	0	0	102	34	0	0	0	-	1	1	-	-	9	6404000	711556	675000	13	21	96	45	9	6404000	711555.555555556
01-2021	21	01	Toronto C04	53	84776805	1599562	1550000	79	52.3	79	2	103	20	31	30	66990883	2233029	2000500	58	57	104	12	4	5449522	1362381	1359761	2	2	103	34	0	0	0	-	0	2	-	-	2	1390000	695000	695000	2	0	106	7	16	10531400	658213	606750	17	18	98	31	18	11921400	662300
01-2021	21	01	Toronto C06	33	36367407	1102043	625000	35	51.9	26	2	101	28	44	14	25026807	1787629	1457509	17	12	102	25	2	2220000	1110000	1110000	3	3	105	40	0	0	0	-	0	0	-	-	0	0	0	-	1	1	-	-	17	9120600	536506	545000	14	10	98	30	17	9120600	536505.882352941
01-2021	21	01	Toronto C07	104	102312019	983769	695400	134	50.6	148	2.4	98	37	52	30	52979343	1765978	1557500	48	69	97	40	3	2866000	955333	945000	3	3	98	33	2	2311000	1155500	1155500	5	2	107	2	6	4076000	679333	677500	8	8	102	26	63	40079676	636185	625000	70	66	98	39	69	44155676	639937.333333333
01-2021	21	01	Toronto C08	235	161467422	687095	625000	300	39.9	365	3.1	99	36	57	1	2190000	2190000	2190000	1	3	100	2	4	5904000	1476000	1427000	8	7	100	7	0	0	0	-	3	6	-	-	8	7297000	912125	928000	7	5	100	30	221	145706422	659305	620000	279	339	98	37	229	153003422	668137.213973799
01-2021	21	01	Toronto C09	23	44287173	1925529	1357000	35	45.2	54	3.1	98	31	40	6	22121173	3686862	3222500	10	9	98	11	2	4975000	2487500	2487500	3	2	98	28	1	1322000	1322000	1322000	0	0	97	16	1	1100000	1100000	1100000	2	3	100	10	12	12869000	1072417	999000	13	30	98	41	13	13969000	1074538.46153846
01-2021	21	01	Toronto C10	75	59829401	797725	698500	106	48.3	114	2.3	101	34	57	2	3780000	1890000	1890000	9	14	101	11	5	8065337	1613067	1475000	8	4	114	8	0	0	0	-	0	0	-	-	8	7492000	936500	797500	7	4	100	21	60	40492064	674868	633500	82	91	99	38	68	47984064	705648
01-2021	21	01	Toronto C11	33	25959100	786639	500000	41	56.8	44	1.9	99	25	47	3	7805000	2601667	2450000	6	4	96	14	1	1341000	1341000	1341000	3	3	112	5	2	3031000	1515500	1515500	2	0	101	3	1	725000	725000	725000	1	3	99	7	26	13057100	502196	483300	29	34	99	29	27	13782100	510448.148148148
