date	year	month	area	numofsales	dollarVolume	allAveragePrice	allMedianPrice	newListings	SNLRTrend	activeListings	mosInvTrend	avgSPLP	avgLDOM	avgPDOM	detachedNumberofSales	detachedDollarVolume	detachedAveragePrice	detachedMedianPrice	detachedNewListings	detachedActiveListings	detachedAvgSPLP	detachedAvgLDOM	semidetachedNumberofSales	semidetachedDollarVolume	semidetachedAveragePrice	semidetachedMedianPrice	semidetachedNewListings	semidetachedActiveListings	semidetachedAvgSPLP	semidetachedAvgLDOM	attachedNumberofSales	attachedDollarVolume	attachedAveragePrice	attachedMedianPrice	attachedNewListings	attachedActiveListings	attachedAvgSPLP	attachedAvgLDOM	condotownhouseNumberofSales	condotownhouseDollarVolume	condotownhouseAveragePrice	condotownhouseMedianPrice	condotownhouseNewListings	condotownhouseActiveListings	condotownhouseAvgSPLP	condotownhouseAvgLDOM	condoapartmentNumberofSales	condoapartmentDollarVolume	condoapartmentAveragePrice	condoapartmentMedianPrice	condoapartmentNewListings	condoapartmentActiveListings	condoapartmentAvgSPLP	condoapartmentAvgLDOM	allcondoNumberofSales	allcondoDollarVolume	allcondoAveragePrice
10-2015	15	10	Adjala-Tosorontio	23	11505300	500230	486000	29	67.6	52	3.6	99	33	-	23	11505300	500230	486000	29	52	99	33	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	-	-	-
10-2015	15	10	Ajax	185	90104300	487050	455000	241	76	150	0.8	100	16	-	114	63083600	553365	529500	153	87	100	16	16	7051700	440731	454500	21	12	100	16	14	4811400	343671	353750	21	15	99	17	10	2598400	259840	254250	11	14	97	22	28	11368700	406025	400500	33	21	101	13	38	13967100	367555.263157895
10-2015	15	10	Aurora	85	57306000	674188	625000	110	72.3	126	1.5	100	20	-	43	35455800	824553	770000	77	96	100	19	14	7591100	542221	552500	9	2	103	18	13	6579600	506123	430100	8	7	99	16	7	3148000	449714	342500	3	9	97	41	7	3899000	557000	566000	12	11	101	13	14	7047000	503357.142857143
10-2015	15	10	Bradford West Gwillimbury	58	30072399	518490	510000	72	74	75	1.6	98	23	-	41	23020200	561468	547000	54	68	98	28	5	2140899	428180	465999	6	3	101	12	1	288800	288800	288800	1	0	95	12	0	-	-	-	0	1	-	-	4	1646000	411500	420000	5	2	98	13	-	-	-
10-2015	15	10	Brampton	762	375647684	492976	470000	1155	65.7	1096	1.4	98	21	-	432	246905664	571541	546000	690	698	98	21	134	60422100	450911	447500	221	166	99	17	52	16818990	323442	304000	66	60	99	22	53	12686650	239371	235000	71	95	98	28	84	35204280	419099	426000	100	70	100	18	137	47890930	349568.832116788
10-2015	15	10	Brock	12	3810900	317575	259950	22	60	69	4.3	96	71	-	11	3585900	325991	260000	22	66	96	72	0	-	-	-	0	0	-	-	1	225000	225000	225000	0	3	96	58	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	-	-	-
10-2015	15	10	Burlington	174	110292015	633862	569500	213	73.3	304	1.8	98	28	-	106	83291927	785773	677000	131	216	98	33	11	5307300	482482	483000	14	13	99	20	22	9289900	422268	419450	29	29	99	18	22	6305300	286605	279500	27	38	98	25	10	4554588	455459	441750	9	7	100	20	32	10859888	339371.5
10-2015	15	10	Caledon	77	58414965	758636	653000	124	59.6	235	2.8	98	31	-	64	52324575	817571	675500	103	214	97	34	6	2864390	477398	457950	7	3	100	11	2	733000	366500	366500	0	1	97	49	0	-	-	-	1	1	-	-	5	2493000	498600	491000	12	15	99	10	-	-	-
10-2015	15	10	City of Toronto	3431	2303400938	671350	525888	5593	57.4	7333	2.2	100	23	-	1077	1153890992	1071394	840000	1775	1873	101	16	381	284663830	747149	685000	535	379	103	15	235	112641913	479327	439400	341	455	100	22	1587	645579310	406792	354000	2743	4433	98	30	112	88395393	789245	708750	154	131	100	19	1699	733974703	432003.945261919
10-2015	15	10	City of Toronto Total	3431	2303400938	671350	525888	5593	57.4	7333	2.2	100	23	-	1077	1153890992	1071394	840000	1775	1873	101	16	381	284663830	747149	685000	535	379	103	15	235	112641913	479327	439400	341	455	100	22	1587	645579310	406792	354000	2743	4433	98	30	112	88395393	789245	708750	154	131	100	19	1699	733974703	432003.945261919
10-2015	15	10	Clarington	149	58049483	389594	365000	175	74.7	156	1.2	100	18	-	96	41818983	435614	421500	121	131	100	22	6	1672500	278750	279250	7	2	101	19	7	1751500	250214	240000	6	3	100	10	5	1063000	212600	215000	5	8	102	18	17	5382400	316612	311800	22	8	103	8	22	6445400	292972.727272727
10-2015	15	10	Dufferin County	57	22351200	392126	380500	52	87.4	59	1.4	99	22	-	42	18234900	434164	414250	37	45	99	26	4	1120000	280000	292500	5	3	99	7	4	939500	234875	234500	4	3	99	12	2	379000	189500	189500	2	1	99	22	5	1677800	335560	339900	4	7	99	14	7	2056800	293828.571428571
10-2015	15	10	Durham Region	989	440025909	444920	407500	1273	74	1121	1.2	100	18	-	664	329393244	496074	470000	906	885	99	20	61	21323809	349571	305000	75	38	101	15	69	19494500	282529	284000	73	64	99	18	43	11670400	271405	257500	62	60	99	21	112	42903756	383069	387000	123	64	101	13	155	54574156	352091.329032258
10-2015	15	10	East Gwillimbury	26	15218000	585308	545000	49	63.3	76	2.4	97	36	-	20	12763500	638175	591750	38	68	97	43	1	470000	470000	470000	0	1	99	3	0	-	-	-	0	1	-	-	0	-	-	-	0	0	-	-	5	1984500	396900	410000	11	6	99	12	-	-	-
10-2015	15	10	Essa	24	8989509	374563	345000	27	72.5	43	2.3	98	33	-	19	7448359	392019	365000	22	39	98	32	1	320000	320000	320000	1	1	98	22	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	2	559000	279500	279500	3	2	99	8	-	-	-
10-2015	15	10	Georgina	89	34830130	391350	379900	129	68	166	2	98	25	-	73	29579030	405192	400000	110	149	98	27	2	763000	381500	381500	2	1	97	34	2	555700	277850	277850	1	0	98	12	2	335000	167500	167500	2	4	99	13	10	3597400	359740	353750	14	11	99	15	12	3932400	327700
10-2015	15	10	Halton Hills	98	56288200	574369	515500	119	69.5	164	2	98	31	-	76	48137000	633382	610000	96	144	97	33	5	1894300	378860	387000	3	1	100	18	7	1928400	275486	257000	7	6	98	23	3	1075500	358500	368000	4	6	98	53	7	3253000	464714	450000	9	7	98	18	10	4328500	432850
10-2015	15	10	Halton Region	741	498453329	672677	596000	1015	68.2	1329	1.8	98	24	-	440	360988920	820429	707000	606	910	98	27	53	27826800	525034	500000	58	38	99	15	57	23568000	413474	375000	74	79	98	21	66	22318810	338164	305000	109	185	98	26	118	59833499	507064	469950	162	114	100	15	184	82152309	446479.940217391
10-2015	15	10	Innisfil	51	19942350	391026	377000	81	61	145	3	97	36	-	47	18594450	395627	380000	81	142	97	36	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	0	-	-	-	0	1	-	-	2	615000	307500	307500	0	1	100	32	-	-	-
10-2015	15	10	King	41	41509900	1012437	920000	72	49.3	152	4.9	96	39	-	32	36177900	1130559	1076500	56	123	95	40	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	3	1525000	508333	535000	9	21	96	88	3	2169500	723167	724500	4	6	97	9	6	3694500	615750
10-2015	15	10	Markham	453	367283369	810780	743000	720	60.5	808	1.6	101	21	-	210	230513574	1097684	960000	341	342	101	17	23	15722588	683591	675000	42	38	101	15	35	18495368	528439	512000	36	45	99	23	83	30987976	373349	327500	143	265	98	39	49	33030500	674092	615000	75	66	101	14	132	64018476	484988.454545455
10-2015	15	10	Milton	192	105590492	549950	520000	252	73.1	243	1.3	99	17	-	90	60289344	669882	633750	129	175	99	22	26	13037200	501431	503000	24	12	100	9	6	1988800	331467	327450	7	6	99	9	12	3993450	332788	343750	17	16	99	30	57	25719198	451214	455000	75	33	100	12	69	29712648	430618.086956522
10-2015	15	10	Mississauga	921	504496254	547770	490000	1410	61.7	1732	1.9	99	22	-	304	254929030	838582	753500	529	641	98	19	145	80872650	557742	540000	207	174	100	17	189	76880879	406777	408000	231	203	100	19	249	72958715	293007	274900	400	674	97	31	28	15334980	547678	516800	36	32	99	17	277	88293695	318749.801444043
10-2015	15	10	New Tecumseth	66	26158900	396347	377450	69	76.9	102	2	98	23	-	42	18089100	430693	410000	52	78	98	21	4	1383000	345750	330250	4	5	98	47	0	-	-	-	0	0	-	-	1	258000	258000	258000	1	8	97	49	11	3490400	317309	316000	9	5	98	12	12	3748400	312366.666666667
10-2015	15	10	Newmarket	137	85203700	621925	580000	168	78	142	1	100	16	-	84	59485900	708165	677500	101	100	99	17	18	9269700	514983	531000	25	16	102	15	8	3532900	441613	415000	10	11	100	18	6	1965800	327633	339500	8	5	99	17	19	10030400	527916	543000	24	10	103	11	25	11996200	479848
10-2015	15	10	Oakville	277	226282622	816905	730000	431	62.3	618	2.2	98	23	-	168	169270649	1007563	872000	250	375	98	24	11	7588000	689818	589000	17	12	97	21	22	10360900	470950	417300	31	38	98	26	29	10944560	377399	290000	61	125	98	24	44	26306713	597880	562500	69	67	100	17	73	37251273	510291.410958904
10-2015	15	10	Orangeville	57	22351200	392126	380500	52	87.4	59	1.4	99	22	-	42	18234900	434164	414250	37	45	99	26	4	1120000	280000	292500	5	3	99	7	4	939500	234875	234500	4	3	99	12	2	379000	189500	189500	2	1	99	22	5	1677800	335560	339900	4	7	99	14	7	2056800	293828.571428571
10-2015	15	10	Oshawa	250	84660455	338642	322500	318	76.8	242	0.9	100	14	-	181	66278046	366177	349900	241	197	100	14	29	8330409	287255	275000	32	17	102	13	17	3430300	201782	210000	21	18	101	18	5	906500	181300	188000	8	5	100	17	14	4391100	313650	313350	12	4	102	10	19	5297600	278821.052631579
10-2015	15	10	Peel Region	1760	938558903	533272	485500	2689	63.3	3063	1.7	99	22	-	800	554159269	692699	635000	1322	1553	98	22	285	144159140	505822	490500	435	343	100	17	243	94432869	388613	393500	297	264	99	20	302	85645365	283594	266194	472	770	98	31	117	53032260	453267	437000	148	117	99	17	419	138677625	330972.85202864
10-2015	15	10	Pickering	125	71919301	575354	505000	188	71	168	1.2	99	20	-	67	49652800	741087	650000	116	117	99	20	5	2403500	480700	474000	10	5	99	15	16	5164900	322806	313000	15	12	99	20	13	4220500	324654	288000	25	25	98	22	20	8688601	434430	406500	19	9	100	19	33	12909101	391184.878787879
10-2015	15	10	Richmond Hill	342	319729665	934882	825000	502	61.3	557	1.7	99	22	-	200	243366794	1216834	1007500	290	306	99	20	19	12960500	682132	648000	14	15	97	25	7	3264000	466286	490000	21	29	99	21	52	17312000	332923	337250	101	165	97	38	61	40769371	668350	655000	69	37	101	13	113	58081371	513994.433628319
10-2015	15	10	Scugog	44	20255700	460357	416450	42	61.1	79	2.9	97	45	-	42	19634700	467493	429000	40	77	97	47	1	286000	286000	286000	0	0	104	0	0	-	-	-	0	1	-	-	0	-	-	-	1	1	-	-	0	-	-	-	0	0	-	-	-	-	-
10-2015	15	10	Simcoe County	222	96668458	435444	412250	278	70.3	417	2.3	98	28	-	172	78657409	457311	429779	238	379	98	30	10	3843899	384390	360000	11	9	100	27	1	288800	288800	288800	1	0	95	12	1	258000	258000	258000	1	10	97	49	19	6310400	332126	316000	17	10	98	14	20	6568400	328420
10-2015	15	10	Toronto C01	482	263496640	546674	438400	866	48.5	1339	3.3	99	29	-	9	11755711	1306190	1230000	10	12	103	18	22	22071800	1003264	970000	47	32	105	12	30	18369248	612308	550500	38	48	100	19	398	190195781	477879	403750	741	1222	98	31	23	21104100	917570	850000	26	20	101	29	421	211299881	501899.954869359
10-2015	15	10	Toronto C02	81	97360450	1201981	891000	160	47.5	273	3.4	99	22	-	13	27292650	2099435	1780000	23	24	101	11	24	29134000	1213917	928000	17	13	100	26	2	1751000	875500	875500	7	10	101	16	34	28381300	834744	568000	103	212	97	26	8	10801500	1350188	1392500	8	9	100	14	42	39182800	932923.809523809
10-2015	15	10	Toronto C03	50	62850215	1257004	771250	95	53.5	126	2.4	99	26	-	32	49842259	1557571	893000	47	57	97	29	12	9458956	788246	819409	14	10	106	12	1	1420000	1420000	1420000	3	5	109	3	2	1197000	598500	598500	29	45	97	70	0	-	-	-	0	2	-	-	-	-	-
10-2015	15	10	Toronto C04	75	115285764	1537144	1435000	143	58.5	167	1.9	102	16	-	58	103759764	1788961	1603500	110	124	102	13	4	3599000	899750	887000	7	4	109	5	0	-	-	-	2	2	-	-	10	6942000	694200	512500	22	30	98	23	0	-	-	-	1	3	-	-	-	-	-
10-2015	15	10	Toronto C06	34	23560396	692953	620000	57	53.4	104	2.7	102	28	-	17	17230500	1013559	950000	21	27	103	16	0	-	-	-	1	2	-	-	2	996000	498000	498000	0	1	98	27	15	5333896	355593	327000	35	73	99	41	0	-	-	-	0	1	-	-	-	-	-
10-2015	15	10	Toronto C07	121	97429155	805200	562800	177	54.8	273	2.4	99	26	-	51	66820577	1310207	1180000	62	75	100	21	2	1415000	707500	707500	3	5	101	10	3	1947350	649117	505000	9	17	98	30	64	26576228	415254	393500	101	174	98	31	0	-	-	-	1	1	-	-	-	-	-
10-2015	15	10	Toronto C08	193	94206007	488114	413000	277	53.6	401	2.5	98	26	-	1	1415000	1415000	1415000	2	4	94	34	9	8918000	990889	893500	14	12	98	23	4	1815900	453975	396200	3	4	98	12	167	72103058	431755	399000	248	371	99	27	11	9659049	878095	810000	10	10	96	16	178	81762107	459337.679775281
10-2015	15	10	Toronto C09	32	36924393	1153887	832500	50	58.3	74	2.3	99	17	-	8	18358593	2294824	2328008	17	26	101	10	1	1455000	1455000	1455000	7	7	97	16	2	2365000	1182500	1182500	1	1	97	16	15	10085800	672387	613000	18	33	99	18	2	2695000	1347500	1347500	3	2	95	14	17	12780800	751811.764705882
10-2015	15	10	Toronto C10	60	47044742	784079	623000	94	57.9	104	2	102	19	-	15	20596200	1373080	1425000	15	14	103	12	6	5358565	893094	895000	9	4	103	7	2	1805000	902500	902500	4	7	106	46	35	17136977	489628	460000	63	74	100	23	2	2148000	1074000	1074000	2	2	100	11	37	19284977	521215.594594595
