date	year	month	area	numofsales	dollarVolume	allAveragePrice	allMedianPrice	newListings	SNLRTrend	activeListings	mosInvTrend	avgSPLP	avgLDOM	avgPDOM	detachedNumberofSales	detachedDollarVolume	detachedAveragePrice	detachedMedianPrice	detachedNewListings	detachedActiveListings	detachedAvgSPLP	detachedAvgLDOM	semidetachedNumberofSales	semidetachedDollarVolume	semidetachedAveragePrice	semidetachedMedianPrice	semidetachedNewListings	semidetachedActiveListings	semidetachedAvgSPLP	semidetachedAvgLDOM	attachedNumberofSales	attachedDollarVolume	attachedAveragePrice	attachedMedianPrice	attachedNewListings	attachedActiveListings	attachedAvgSPLP	attachedAvgLDOM	condotownhouseNumberofSales	condotownhouseDollarVolume	condotownhouseAveragePrice	condotownhouseMedianPrice	condotownhouseNewListings	condotownhouseActiveListings	condotownhouseAvgSPLP	condotownhouseAvgLDOM	condoapartmentNumberofSales	condoapartmentDollarVolume	condoapartmentAveragePrice	condoapartmentMedianPrice	condoapartmentNewListings	condoapartmentActiveListings	condoapartmentAvgSPLP	condoapartmentAvgLDOM	allcondoNumberofSales	allcondoDollarVolume	allcondoAveragePrice
05-2014	14	05	Adjala-Tosorontio	21	9014800	429276	418000	39	51.4	79	5.6	98	51	-	21	9014800	429276	418000	39	79	98	51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
05-2014	14	05	Ajax	262	111481841	425503	395000	332	71.2	227	1.2	99	16	-	176	82707341	469928	455000	231	165	99	16	18	6699700	372206	372450	24	13	100	11	13	3610400	277723	275000	15	11	99	14	11	2489100	226282	210800	13	13	100	35	42	15245300	362983	365000	47	24	100	12	53	17734400	334611.320754717
05-2014	14	05	Aurora	119	76547652	643258	600300	187	64.6	181	2.3	99	20	-	78	56726201	727259	692000	125	124	98	18	8	3764500	470563	465000	13	6	100	9	10	5645500	564550	578750	15	17	97	24	5	2093900	418780	475000	8	21	97	66	18	8317551	462086	460500	25	12	101	19	23	10411451	452671.782608696
05-2014	14	05	Bradford West Gwillimbury	65	29178150	448895	422000	107	58.9	176	2.8	98	30	-	48	23317150	485774	471250	85	149	98	29	6	2185000	364167	389500	3	2	99	32	1	260000	260000	260000	1	-	98	19	2	445000	222500	222500	3	6	97	70	5	1854500	370900	370000	10	14	98	36	7	2299500	328500
05-2014	14	05	Brampton	1015	457676218	450913	425000	1685	55.9	1647	2.3	98	22	-	577	303172978	525430	492500	1051	1066	98	24	196	77208689	393922	388000	291	222	99	16	61	17396100	285182	265000	108	127	98	24	52	11397201	219177	214750	56	95	97	40	117	43680250	373335	377400	163	120	99	16	169	55077451	325902.076923077
05-2014	14	05	Brock	25	6772200	270888	250000	52	53.9	97	5.7	97	42	-	25	6772200	270888	250000	50	92	97	42	-	-	-	-	-	-	-	-	-	-	-	-	1	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-
05-2014	14	05	Burlington	186	96613601	519428	505000	290	64.8	370	2.5	99	26	-	110	69853713	635034	613750	181	238	99	23	11	4987500	453409	455000	15	8	100	24	23	7325588	318504	294000	41	39	98	25	28	8358100	298504	258000	33	63	98	42	13	5646700	434362	423000	17	21	99	23	41	14004800	341580.487804878
05-2014	14	05	Caledon	91	60002500	659368	582500	183	50.4	316	4.1	97	37	-	75	53487200	713163	609900	159	290	97	41	4	1756400	439100	435750	4	3	98	24	1	338000	338000	338000	1	-	99	9	-	-	-	-	4	6	-	-	10	3983900	398390	384950	13	14	98	16	-	-	-
05-2014	14	05	City of Toronto	4069	2655757881	652681	522000	7360	55.1	8310	2.5	101	20	-	1551	1462678010	943055	734000	2499	2081	101	15	470	321940421	684980	618500	666	387	106	11	292	123804552	423988	387090	447	467	100	18	1565	628831090	401809	346000	3464	5133	98	29	157	102373208	652059	624000	225	172	103	13	1722	731204298	424625.027874564
05-2014	14	05	City of Toronto Total	4069	2655757881	652681	522000	7360	55.1	8310	2.5	101	20	-	1551	1462678010	943055	734000	2499	2081	101	15	470	321940421	684980	618500	666	387	106	11	292	123804552	423988	387090	447	467	100	18	1565	628831090	401809	346000	3464	5133	98	29	157	102373208	652059	624000	225	172	103	13	1722	731204298	424625.027874564
