date	year	month	area	numofsales	dollarVolume	allAveragePrice	allMedianPrice	newListings	SNLRTrend	activeListings	mosInvTrend	avgSPLP	avgLDOM	avgPDOM	detachedNumberofSales	detachedDollarVolume	detachedAveragePrice	detachedMedianPrice	detachedNewListings	detachedActiveListings	detachedAvgSPLP	detachedAvgLDOM	semidetachedNumberofSales	semidetachedDollarVolume	semidetachedAveragePrice	semidetachedMedianPrice	semidetachedNewListings	semidetachedActiveListings	semidetachedAvgSPLP	semidetachedAvgLDOM	attachedNumberofSales	attachedDollarVolume	attachedAveragePrice	attachedMedianPrice	attachedNewListings	attachedActiveListings	attachedAvgSPLP	attachedAvgLDOM	condotownhouseNumberofSales	condotownhouseDollarVolume	condotownhouseAveragePrice	condotownhouseMedianPrice	condotownhouseNewListings	condotownhouseActiveListings	condotownhouseAvgSPLP	condotownhouseAvgLDOM	condoapartmentNumberofSales	condoapartmentDollarVolume	condoapartmentAveragePrice	condoapartmentMedianPrice	condoapartmentNewListings	condoapartmentActiveListings	condoapartmentAvgSPLP	condoapartmentAvgLDOM	allcondoNumberofSales	allcondoDollarVolume	allcondoAveragePrice
09-2019	19	09	Adjala-Tosorontio	15	10290000	686000	595000	28	59.4	52	3.4	96	51	-	15	10290000	686000	595000	28	52	96	51	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	-	-	-
09-2019	19	09	Ajax	158	104327100	660298	621000	291	58.6	243	1.6	99	21	-	96	70170750	730945	709500	217	195	99	22	8	4892900	611613	605450	20	12	100	10	19	9254380	487073	510000	12	7	100	24	4	1684900	421225	397450	8	6	99	23	28	16655170	594828	600000	33	22	100	18	32	18340070	573127.1875
09-2019	19	09	Aurora	94	93644728	996221	849500	201	43.1	279	3.6	97	28	-	61	71893199	1178577	1020000	142	214	97	31	4	2664000	666000	682500	12	15	100	21	9	5645829	627314	605000	14	16	101	27	4	2212000	553000	556000	10	14	98	37	14	9731700	695121	710000	23	19	99	19	18	11943700	663538.888888889
09-2019	19	09	Bradford West Gwillimbury	51	35971900	705331	699000	132	48.3	187	3.1	98	32	-	40	29903000	747575	730000	108	156	98	33	4	2108900	527225	509450	12	14	98	15	1	440000	440000	440000	0	0	98	23	0	-	-	-	1	4	-	-	4	2490000	622500	627500	8	9	99	36	-	-	-
09-2019	19	09	Brampton	778	574541471	738485	701000	1257	59.2	1144	1.6	99	20	-	396	341749680	863004	805000	729	701	98	21	151	102000642	675501	675000	224	171	100	17	54	26949650	499068	485625	78	69	99	24	54	22381899	414480	413500	55	56	99	23	112	73810700	659024	650250	165	144	100	19	166	96192599	579473.487951807
09-2019	19	09	Brock	21	10384252	494488	490000	46	45.4	89	4.8	98	51	-	19	9414252	495487	490000	45	86	97	47	1	525000	525000	525000	0	0	99	28	0	-	-	-	0	1	-	-	0	-	-	-	0	1	-	-	1	445000	445000	445000	1	1	99	147	-	-	-
09-2019	19	09	Burlington	206	169037131	820569	767900	382	63.2	429	2.1	98	24	-	106	110402100	1041529	918500	224	299	97	30	10	6945800	694580	733450	12	7	100	15	25	15378499	615140	534000	43	38	99	18	35	15994732	456992	424000	69	63	99	18	24	16102900	670954	665250	26	18	99	24	59	32097632	544027.661016949
09-2019	19	09	Caledon	76	78719940	1035789	909500	200	49.3	290	3.3	98	25	-	56	65431763	1168424	999440	162	258	97	28	6	3895777	649296	655000	13	9	100	16	0	-	-	-	3	3	-	-	0	-	-	-	1	1	-	-	13	8717400	670569	675000	21	18	100	19	-	-	-
09-2019	19	09	City of Toronto	2995	2734723925	913096	738000	5810	58.8	5479	1.9	101	19	-	909	1236806436	1360623	1080000	2269	2272	101	18	283	302560614	1069119	965000	490	333	107	13	233	162917587	699217	632000	412	388	101	22	1450	923385254	636817	572250	2441	2319	100	20	100	98783734	987837	898000	164	139	105	14	1550	1022168988	659463.863225807
09-2019	19	09	City of Toronto Total	2995	2734723925	913096	738000	5810	58.8	5479	1.9	101	19	-	909	1236806436	1360623	1080000	2269	2272	101	18	283	302560614	1069119	965000	490	333	107	13	233	162917587	699217	632000	412	388	101	22	1450	923385254	636817	572250	2441	2319	100	20	100	98783734	987837	898000	164	139	105	14	1550	1022168988	659463.863225807
