date	year	month	area	numofsales	dollarVolume	allAveragePrice	allMedianPrice	newListings	SNLRTrend	activeListings	mosInvTrend	avgSPLP	avgLDOM	avgPDOM	detachedNumberofSales	detachedDollarVolume	detachedAveragePrice	detachedMedianPrice	detachedNewListings	detachedActiveListings	detachedAvgSPLP	detachedAvgLDOM	semidetachedNumberofSales	semidetachedDollarVolume	semidetachedAveragePrice	semidetachedMedianPrice	semidetachedNewListings	semidetachedActiveListings	semidetachedAvgSPLP	semidetachedAvgLDOM	attachedNumberofSales	attachedDollarVolume	attachedAveragePrice	attachedMedianPrice	attachedNewListings	attachedActiveListings	attachedAvgSPLP	attachedAvgLDOM	condotownhouseNumberofSales	condotownhouseDollarVolume	condotownhouseAveragePrice	condotownhouseMedianPrice	condotownhouseNewListings	condotownhouseActiveListings	condotownhouseAvgSPLP	condotownhouseAvgLDOM	condoapartmentNumberofSales	condoapartmentDollarVolume	condoapartmentAveragePrice	condoapartmentMedianPrice	condoapartmentNewListings	condoapartmentActiveListings	condoapartmentAvgSPLP	condoapartmentAvgLDOM	allcondoNumberofSales	allcondoDollarVolume	allcondoAveragePrice
03-2016	16	03	Adjala-Tosorontio	21	11304522	538311	515500	25	72	37	3.3	98	43	-	21	11304522	538311	515500	25	37	98	43	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	-	-	-
03-2016	16	03	Ajax	189	105966533	560669	533000	238	78.4	99	0.7	105	8	-	125	78663256	629306	596000	157	61	105	8	17	8334500	490265	501000	19	3	106	6	5	1844000	368800	351000	10	10	101	17	12	3353277	279440	265889	10	8	103	20	25	11507500	460300	464000	35	15	105	7	37	14860777	401642.621621622
03-2016	16	03	Aurora	139	118209075	850425	800000	167	75.3	97	1.3	104	11	-	86	90573580	1053181	1006000	114	67	104	11	6	3953725	658954	652000	8	2	113	5	11	4926430	447857	403000	10	5	100	18	14	5188950	370639	310000	8	14	99	20	21	12846400	611733	600000	26	9	107	5	35	18035350	515295.714285714
03-2016	16	03	Bradford West Gwillimbury	83	51364663	618851	584500	100	79.4	60	1.2	100	13	-	63	42762064	678763	649500	79	53	99	14	3	1565000	521667	512000	3	1	103	6	2	612500	306250	306250	1	0	102	19	2	424000	212000	212000	1	2	96	14	8	3681300	460163	452400	9	2	101	6	10	4105300	410530
03-2016	16	03	Brampton	1068	588214626	550763	530000	1379	68.8	728	1.2	100	12	-	592	381610007	644611	619450	788	406	100	12	222	109495221	493222	490500	266	98	101	9	59	20530938	347982	336000	88	68	101	12	65	16865050	259462	255000	77	89	98	31	122	55658410	456216	460000	151	63	102	10	187	72523460	387825.989304813
03-2016	16	03	Brock	24	8600700	358363	292950	29	59.6	59	4.3	98	28	-	22	8021400	364609	292950	28	54	98	28	0	-	-	-	0	1	-	-	2	579300	289650	289650	1	4	99	22	0	-	-	-	0	0	-	-	0	-	-	-	0	0	-	-	-	-	-
03-2016	16	03	Burlington	217	140832110	648996	605000	298	74.7	277	1.6	100	20	-	125	99629890	797039	718300	177	166	99	23	9	5384000	598222	555000	13	8	102	9	25	10512870	420515	385000	37	26	102	14	28	9359550	334270	306500	47	67	98	27	27	14255800	527993	522000	19	6	102	9	55	23615350	429370
03-2016	16	03	Caledon	90	63669138	707435	657450	141	64.4	165	2.5	99	24	-	73	55214138	756358	730000	123	155	99	28	5	2620500	524100	526500	9	6	99	9	2	842500	421250	421250	1	0	98	20	1	496000	496000	496000	1	1	99	13	9	4496000	499556	500000	7	3	102	8	10	4992000	499200
03-2016	16	03	City of Toronto	3627	2537974889	699745	548900	5528	59.7	5479	2.1	103	20	-	1075	1262434476	1174358	900000	1530	1106	104	14	319	260818064	817611	742000	398	210	108	11	266	133189084	500711	475000	343	294	101	20	1808	752581653	416251	368000	3055	3734	99	25	131	114354074	872932	768500	158	76	103	12	1939	866935727	447104.55234657
03-2016	16	03	City of Toronto Total	3627	2537974889	699745	548900	5528	59.7	5479	2.1	103	20	-	1075	1262434476	1174358	900000	1530	1106	104	14	319	260818064	817611	742000	398	210	108	11	266	133189084	500711	475000	343	294	101	20	1808	752581653	416251	368000	3055	3734	99	25	131	114354074	872932	768500	158	76	103	12	1939	866935727	447104.55234657
